gameid,gameeventid,possessioneventid,starttime,endtime,duration,eventtime,sequence,period,teamname,teamattackingdirection,possessioneventtype,passerplayerid,receiverplayerid,passtype,passoutcometype,pressuretype
10505,6635574,6517180,4110.811,4111.712,0.901,4111.712,178,2,England,L,PA,10,118,5,1,2
10505,6635578,6517185,4113.347,4114.982,1.635,4114.982,178,2,England,L,PA,118,21,5,1,2
10505,6635581,6517187,4116.149,4116.149,0.000,4116.149,178,2,England,L,PA,21,4677,5,1,2
10505,6635585,6517189,4117.017,4117.017,0.000,4117.017,178,2,England,L,PA,4677,123,5,1,0
10505,6635593,6517197,4118.085,4121.655,3.570,4121.655,178,2,England,L,PA,123,4677,5,1,2
10505,6635595,6517199,4122.422,4122.422,0.000,4122.422,178,2,England,L,PA,4677,118,5,1,0
10505,6635602,6517205,4123.757,4125.959,2.202,4125.959,178,2,England,L,PA,118,10,5,1,2
10505,6635606,6517208,4127.528,4131.298,3.770,4131.298,178,2,England,L,PA,10,163,5,1,2
10505,6635610,6517212,4132.666,4132.666,0.000,4132.666,178,2,England,L,PA,163,47,5,1,1
10505,6635630,6517231,4134.101,4134.101,0.000,4134.101,178,2,England,L,PA,47,,5,6,3
10505,6635665,6517264,4232.499,4232.499,0.000,4232.499,178,2,England,L,PA,47,16,5,1,2
10505,6635671,6517270,4233.700,4235.202,1.502,4235.202,178,2,England,L,PA,16,,1,2,0
10505,6635712,6517314,4267.568,4267.568,0.000,4267.568,180,2,England,L,PA,10,169,5,1,2
10505,6635715,6517317,4270.170,4271.338,1.168,4271.338,180,2,England,L,PA,169,123,5,1,2
10505,6635722,6517324,4274.274,4276.443,2.169,4276.443,180,2,England,L,PA,123,4677,5,1,3
10505,6635730,6517331,4277.344,4278.378,1.034,4278.378,180,2,England,L,PA,4677,118,5,1,3
10505,6635731,6517333,4279.913,4281.982,2.069,4281.982,180,2,England,L,PA,118,10,5,1,2
10505,6635736,6517339,4284.017,4285.886,1.869,4285.886,180,2,England,L,PA,10,47,5,1,2
10505,6635740,6517342,4287.221,4287.221,0.000,4287.221,180,2,England,L,PA,47,10,5,1,2
10505,6635746,6517347,4288.222,4289.156,0.934,4289.156,180,2,England,L,PA,10,47,5,1,2
10505,6635748,6517349,4290.357,4290.357,0.000,4290.357,180,2,England,L,PA,47,10,5,1,2
10505,6635754,6517355,4291.792,4296.763,4.971,4296.763,180,2,England,L,PA,10,47,5,1,3
10505,6635756,6517357,4297.631,4297.631,0.000,4297.631,180,2,England,L,PA,47,169,5,1,2
10505,6635763,6517365,4299.600,4304.605,5.005,4304.605,180,2,England,L,PA,169,47,5,1,2
10505,6635766,6517368,4306.106,4306.974,0.868,4306.974,180,2,England,L,PA,47,10,5,1,0
10505,6635772,6517373,4308.208,4308.208,0.000,4308.208,180,2,England,L,PA,10,265,5,1,2
10505,6635776,6517379,4308.909,4308.909,0.000,4308.909,180,2,England,L,PA,265,47,5,1,2
10505,6635782,6517385,4310.377,4310.377,0.000,4310.377,180,2,England,L,PA,47,136,5,1,0
10505,6635785,6517388,4311.445,4311.445,0.000,4311.445,180,2,England,L,PA,136,265,5,1,2
10505,6635820,6517420,4338.105,4338.105,0.000,4338.105,181,2,England,L,PA,16,136,5,1,2
10505,6635826,6517426,4339.606,4340.507,0.901,4340.507,181,2,England,L,PA,136,47,5,1,2
10505,6635831,6517432,4341.141,4342.743,1.602,4342.743,181,2,England,L,PA,47,265,5,1,1
10505,6635835,6517435,4343.944,4346.113,2.169,4346.113,181,2,England,L,PA,265,118,5,1,1
10505,6635880,6517479,4365.566,4366.900,1.334,4366.900,182,2,England,L,PA,136,16,5,1,2
10505,6635887,6517486,4368.836,4369.369,0.533,4369.369,182,2,England,L,PA,16,10,5,1,2
10505,6635894,6517493,4370.704,4372.272,1.568,4372.272,182,2,England,L,PA,10,47,5,1,2
10505,6635896,6517497,4373.440,4373.440,0.000,4373.440,182,2,England,L,PA,47,16,5,1,2
10505,6635900,6517500,4374.341,4374.341,0.000,4374.341,182,2,England,L,PA,16,10,5,1,2
10505,6635902,6517502,4376.410,4376.410,0.000,4376.410,182,2,England,L,PA,10,118,5,1,2
10505,6635907,6517507,4378.245,4378.245,0.000,4378.245,182,2,England,L,PA,118,169,5,1,2
10505,6635910,6517586,4380.647,4380.647,0.000,4380.647,182,2,England,L,PA,169,,1,2,0
10505,6635952,6517551,4393.627,4398.532,4.905,4398.532,184,2,England,L,PA,169,,1,2,2
10505,6636008,6517703,4432.099,4432.099,0.000,4432.099,187,2,England,L,PA,123,,1,2,2
10505,6636082,6517678,4484.418,4485.853,1.435,4485.853,189,2,England,L,PA,10,47,5,1,2
10505,6636087,6517683,4486.954,4488.455,1.501,4488.455,189,2,England,L,PA,47,10,5,1,0
10505,6636091,6517687,4489.189,4489.189,0.000,4489.189,189,2,England,L,PA,10,265,5,1,2
10505,6636094,6517691,4490.457,4490.457,0.000,4490.457,189,2,England,L,PA,265,169,5,1,2
10505,6636098,6517695,4492.059,4495.729,3.670,4495.729,189,2,England,L,PA,169,118,5,1,2
10505,6636102,6517698,4496.463,4497.130,0.667,4497.130,189,2,England,L,PA,118,10,5,1,0
10505,6636104,6517700,4498.999,4500.500,1.501,4500.500,189,2,England,L,PA,10,16,5,1,2
10505,6636108,6517705,4502.135,4504.605,2.470,4504.605,189,2,England,L,PA,16,10,5,1,3
10505,6636114,6517710,4506.106,4515.182,9.076,4515.182,189,2,England,L,PA,10,47,5,1,3
10505,6636119,6517714,4516.116,4516.116,0.000,4516.116,189,2,England,L,PA,47,136,5,1,2
10505,6636125,6517720,4517.351,4519.987,2.636,4519.987,189,2,England,L,PA,136,47,5,1,2
10505,6636272,6517873,4579.146,4584.451,5.305,4584.451,191,2,England,L,PA,371,,5,6,3
10505,6636346,6517943,4661.929,4661.929,0.000,4661.929,195,2,England,L,PA,16,10,5,1,2
10505,6636351,6517948,4663.163,4666.099,2.936,4666.099,195,2,England,L,PA,10,,1,2,3
10505,6636426,6518025,4800.167,4800.167,0.000,4800.167,199,2,England,L,PA,16,10,5,1,2
10505,6636431,6518028,4802.002,4803.637,1.635,4803.637,199,2,England,L,PA,10,118,5,1,2
10505,6636437,6518033,4805.038,4806.173,1.135,4806.173,199,2,England,L,PA,118,123,5,1,2
10505,6636439,6518036,4807.908,4808.976,1.068,4808.976,199,2,England,L,PA,123,371,5,1,0
10505,6636451,6518051,4817.284,4817.284,0.000,4817.284,199,2,England,L,PA,265,136,5,1,3
10505,6636457,6518056,4819.186,4820.254,1.068,4820.254,199,2,England,L,PA,136,16,5,1,3
10505,6636461,6518060,4821.822,4823.023,1.201,4823.023,199,2,England,L,PA,16,265,5,1,2
10505,6636464,6518065,4823.824,4824.925,1.101,4824.925,199,2,England,L,PA,265,16,5,1,2
10505,6636465,6518066,4825.859,4825.859,0.000,4825.859,199,2,England,L,PA,16,10,5,1,2
10505,6636469,6518070,4829.263,4829.263,0.000,4829.263,199,2,England,L,PA,10,169,5,1,2
10505,6636479,6518080,4830.664,4835.669,5.005,4835.669,199,2,England,L,PA,169,123,5,1,2
10505,6635494,6517098,4838.071,4839.339,1.268,4839.339,199,2,England,L,PA,123,1,5,1,1
10505,6635496,6517102,4840.674,4842.843,2.169,4842.843,199,2,England,L,PA,1,,5,6,3
10505,6635541,6517147,4920.621,4921.622,1.001,4921.622,199,2,England,L,PA,123,371,5,1,3
10505,6635544,6517150,4922.523,4922.523,0.000,4922.523,199,2,England,L,PA,371,,2,6,3
10505,6635560,6517165,4973.874,4973.874,0.000,4973.874,200,2,England,L,PA,118,,5,2,3
10505,6635608,6517210,4980.781,4980.781,0.000,4980.781,202,2,England,L,PA,47,169,5,1,2
10505,6635628,6517230,4984.151,4987.621,3.470,4987.621,202,2,England,L,PA,169,,4,5,2
10505,6635690,6517289,5029.596,5029.596,0.000,5029.596,206,2,England,L,PA,16,47,5,1,3
10505,6635694,6517293,5030.898,5030.898,0.000,5030.898,206,2,England,L,PA,47,136,1,1,0
10505,6635698,6517298,5032.666,5032.666,0.000,5032.666,206,2,England,L,PA,136,,2,2,2
10505,6635771,6517375,5072.673,5073.707,1.034,5073.707,209,2,England,L,PA,74,105,5,1,3
10505,6635774,6517377,5074.608,5074.608,0.000,5074.608,209,2,England,L,PA,105,265,5,1,2
10505,6635778,6517381,5075.876,5075.876,0.000,5075.876,209,2,England,L,PA,265,371,5,1,2
10505,6635783,6517392,5076.944,5082.149,5.205,5082.149,209,2,England,L,PA,371,16,5,1,0
10505,6635792,6517394,5083.483,5084.218,0.735,5084.218,209,2,England,L,PA,16,47,5,1,2
10505,6635795,6517397,5085.219,5085.219,0.000,5085.219,209,2,England,L,PA,47,136,4,1,2
10505,6635821,6517421,5097.698,5097.698,0.000,5097.698,211,2,England,L,PA,105,47,5,1,2
10505,6635825,6517425,5098.765,5098.765,0.000,5098.765,211,2,England,L,PA,47,265,5,1,2
10505,6635829,6517429,5099.666,5100.434,0.768,5100.434,211,2,England,L,PA,265,371,5,1,2
10505,6635832,6517433,5101.435,5101.435,0.000,5101.435,211,2,England,L,PA,371,123,5,1,2
10505,6635833,6517434,5102.603,5103.704,1.101,5103.704,211,2,England,L,PA,123,265,5,1,2
10505,6635838,6517438,5105.305,5105.305,0.000,5105.305,211,2,England,L,PA,265,118,5,1,3
10505,6635845,6517445,5106.473,5107.441,0.968,5107.441,211,2,England,L,PA,118,16,5,1,3
10505,6635850,6517449,5109.209,5110.611,1.402,5110.611,211,2,England,L,PA,16,47,5,1,2
10505,6635854,6517453,5111.511,5111.511,0.000,5111.511,211,2,England,L,PA,47,16,5,1,2
10505,6635856,6517455,5112.279,5112.279,0.000,5112.279,211,2,England,L,PA,16,74,5,1,2
10505,6635862,6517461,5113.814,5114.615,0.801,5114.615,211,2,England,L,PA,74,265,5,1,2
10505,6635865,6517464,5115.682,5118.352,2.670,5118.352,211,2,England,L,PA,265,47,5,1,3
10505,6635867,6517466,5119.019,5119.019,0.000,5119.019,211,2,England,L,PA,47,74,5,1,0
10505,6635872,6517471,5120.587,5122.389,1.802,5122.389,211,2,England,L,PA,74,118,5,1,2
10505,6635877,6517476,5123.223,5124.625,1.402,5124.625,211,2,England,L,PA,118,74,5,1,0
10505,6635882,6517481,5126.627,5130.230,3.603,5130.230,211,2,England,L,PA,74,,5,2,2
10505,6635466,6517073,5137.237,5143.510,6.273,5143.510,213,2,England,L,PA,136,16,5,1,2
10505,6635470,6517077,5145.179,5145.946,0.767,5145.946,213,2,England,L,PA,16,265,5,1,2
10505,6635472,6517079,5148.815,5148.815,0.000,5148.815,213,2,England,L,PA,265,123,5,1,2
10505,6635476,6517082,5150.250,5151.552,1.302,5151.552,213,2,England,L,PA,123,371,5,1,2
10505,6635482,6517088,5153.153,5156.356,3.203,5156.356,213,2,England,L,PA,371,123,5,1,1
10505,6635905,6517505,5158.358,5160.127,1.769,5160.127,213,2,England,L,PA,123,371,5,1,2
10505,6635947,6517548,5215.349,5216.483,1.134,5216.483,213,2,England,L,PA,74,16,5,1,2
10505,6635953,6517552,5217.684,5222.456,4.772,5222.456,213,2,England,L,PA,16,74,5,1,2
10505,6635959,6517559,5225.926,5225.926,0.000,5225.926,213,2,England,L,PA,74,169,5,1,2
10505,6635962,6517562,5228.662,5231.298,2.636,5231.298,213,2,England,L,PA,169,371,5,1,2
10505,6636069,6517667,5278.745,5278.745,0.000,5278.745,215,2,England,L,PA,16,,5,2,3
10505,6636089,6517685,5288.388,5288.388,0.000,5288.388,218,2,England,L,PA,74,105,5,1,3
10505,6636092,6517689,5290.290,5290.290,0.000,5290.290,218,2,England,L,PA,105,136,2,1,3
10505,6636097,6521747,5291.458,5291.458,0.000,5291.458,218,2,England,L,PA,136,,5,2,0
10505,6636260,6521661,5404.571,5404.571,0.000,5404.571,220,2,England,L,PA,1,136,2,1,3
10505,6636270,6517866,5406.106,5409.743,3.637,5409.743,220,2,England,L,PA,136,,5,0,3
10505,6636299,6517894,5421.255,5424.725,3.470,5424.725,222,2,England,L,PA,169,,1,2,2
10505,6636404,6518005,5466.300,5467.201,0.901,5467.201,224,2,England,L,PA,371,1,5,1,2
10505,6636520,6518115,5535.269,5543.610,8.341,5543.610,228,2,England,L,PA,169,265,5,1,2
10505,6636524,6518119,5545.512,5549.316,3.804,5549.316,228,2,England,L,PA,265,371,5,1,3
10505,6636525,6518120,5551.385,5551.385,0.000,5551.385,228,2,England,L,PA,371,74,5,1,2
10505,6636531,6518125,5552.986,5554.021,1.035,5554.021,228,2,England,L,PA,74,16,5,1,2
10505,6636535,6518129,5555.055,5556.423,1.368,5556.423,228,2,England,L,PA,16,1,5,1,2
10505,6636553,6518145,5557.924,5560.394,2.470,5560.394,228,2,England,L,PA,1,16,5,1,3
10505,6636555,6518148,5561.494,5562.496,1.002,5562.496,228,2,England,L,PA,16,74,5,1,0
10505,6636557,6518150,5563.797,5564.665,0.868,5564.665,228,2,England,L,PA,74,169,5,1,0
10505,6636560,6518153,5566.266,5568.602,2.336,5568.602,228,2,England,L,PA,169,265,5,1,0
10505,6636564,6518157,5569.636,5569.636,0.000,5569.636,228,2,England,L,PA,265,74,5,1,2
10505,6636566,6518161,5571.672,5573.106,1.434,5573.106,228,2,England,L,PA,74,265,5,1,2
10505,6636571,6518166,5574.141,5578.645,4.504,5578.645,228,2,England,L,PA,265,16,5,1,2
10505,6636573,6518168,5580.513,5581.448,0.935,5581.448,228,2,England,L,PA,16,265,5,1,2
10505,6636593,6518193,5593.961,5593.961,0.000,5593.961,230,2,England,L,PA,123,74,5,1,3
10505,6636598,6518197,5595.929,5597.297,1.368,5597.297,230,2,England,L,PA,74,2005,5,1,2
10505,6636600,6518200,5598.131,5598.131,0.000,5598.131,230,2,England,L,PA,2005,16,5,1,2
10505,6636604,6518203,5600.167,5603.837,3.670,5603.837,230,2,England,L,PA,16,2005,5,1,3
10505,6636606,6518205,5604.605,5604.605,0.000,5604.605,230,2,England,L,PA,2005,,5,5,1
10505,6636680,6518280,5710.077,5710.077,0.000,5710.077,234,2,England,L,PA,74,16,5,1,2
10505,6636681,6518283,5711.745,5714.481,2.736,5714.481,234,2,England,L,PA,16,74,5,1,2
10505,6636683,6518284,5716.383,5717.317,0.934,5717.317,234,2,England,L,PA,74,169,5,1,2
10505,6636684,6518285,5718.519,5724.925,6.406,5724.925,234,2,England,L,PA,169,136,1,1,2
10505,6636688,6518291,5731.265,5733.267,2.002,5733.267,234,2,England,L,PA,16,265,5,1,1
10505,6636690,6518293,5734.468,5734.468,0.000,5734.468,234,2,England,L,PA,265,2005,5,1,2
10505,6636692,6518296,5735.369,5735.369,0.000,5735.369,234,2,England,L,PA,2005,74,5,1,3
10505,6636844,6518460,5737.838,5737.838,0.000,5737.838,234,2,England,L,PA,74,,1,2,2
10505,6636705,6518310,5746.413,5746.413,0.000,5746.413,236,2,England,L,PA,265,2005,5,1,0
10505,6636706,6518311,5748.448,5748.448,0.000,5748.448,236,2,England,L,PA,2005,371,5,1,3
10505,6636709,6518314,5750.784,5754.621,3.837,5754.621,236,2,England,L,PA,371,123,5,1,2
10505,6636755,6518359,5811.211,5811.211,0.000,5811.211,238,2,England,L,PA,123,371,5,1,3
10505,6636757,6518362,5812.946,5812.946,0.000,5812.946,238,2,England,L,PA,371,,5,2,1
10505,6636808,6518418,5945.546,5945.546,0.000,5945.546,244,2,England,L,PA,16,,5,5,3
10513,6668181,6551698,110.544,110.544,0.000,110.544,2,1,England,R,PA,4677,118,5,1,2
10513,6668198,6551713,144.077,147.014,2.937,147.014,3,1,England,R,PA,169,10,5,1,2
10513,6668203,6551720,148.515,153.320,4.805,153.320,3,1,England,R,PA,10,265,5,1,2
10513,6668205,6551722,154.021,155.255,1.234,155.255,3,1,England,R,PA,265,123,5,1,3
10513,6668211,6551729,156.490,157.858,1.368,157.858,3,1,England,R,PA,123,118,5,1,1
10513,6668216,6551735,159.156,161.261,2.105,161.261,3,1,England,R,PA,118,,4,2,1
10513,6668237,6551753,178.846,180.981,2.135,180.981,5,1,England,R,PA,118,10,5,1,2
10513,6668240,6551757,182.616,184.117,1.501,184.117,5,1,England,R,PA,10,265,5,1,2
10513,6668242,6551759,185.185,188.488,3.303,188.488,5,1,England,R,PA,265,123,5,1,1
10513,6668244,6551761,189.656,190.457,0.801,190.457,5,1,England,R,PA,123,118,5,1,1
10513,6668249,6551766,193.120,200.000,6.880,200.000,5,1,England,R,PA,118,123,5,1,2
10513,6668252,6551769,201.902,201.902,0.000,201.902,5,1,England,R,PA,123,,5,2,3
10513,6668325,6551844,254.321,254.855,0.534,254.855,7,1,England,R,PA,265,,5,5,2
10513,6668356,6551873,270.437,273.207,2.770,273.207,9,1,England,R,PA,163,1,5,1,1
10513,6668370,6551888,279.980,279.980,0.000,279.980,9,1,England,R,PA,1,265,1,1,3
10513,6668373,6551892,282.482,283.784,1.302,283.784,9,1,England,R,PA,265,1,5,1,2
10513,6668376,6551895,284.720,287.421,2.701,287.421,9,1,England,R,PA,1,,4,2,2
10513,6668392,6551910,297.064,299.032,1.968,299.032,11,1,England,R,PA,47,21,5,1,3
10513,6668403,6551924,304.571,304.571,0.000,304.571,11,1,England,R,PA,123,265,5,1,3
10513,6668405,6551926,305.910,308.375,2.465,308.375,11,1,England,R,PA,265,21,5,1,0
10513,6668409,6551930,309.142,309.977,0.835,309.977,11,1,England,R,PA,21,123,5,1,1
10513,6668411,6551934,311.403,312.446,1.043,312.446,11,1,England,R,PA,123,4677,5,1,1
10513,6668462,6551981,344.845,349.816,4.971,349.816,13,1,England,R,PA,118,21,4,1,2
10513,6668471,6551989,357.491,359.059,1.568,359.059,13,1,England,R,PA,4677,123,5,1,0
10513,6669172,6552680,359.660,360.928,1.268,360.928,13,1,England,R,PA,123,4677,5,1,3
10513,6668483,6551999,361.862,364.531,2.669,364.531,13,1,England,R,PA,4677,123,5,1,3
10513,6668490,6552005,365.132,366.633,1.501,366.633,13,1,England,R,PA,123,21,5,1,1
10513,6668559,6552068,486.587,486.587,0.000,486.587,16,1,England,R,PA,16,,5,2,2
10513,6669345,6552865,510.077,510.077,0.000,510.077,20,1,England,R,PA,21,4677,5,1,3
10513,6668628,6552137,523.357,523.357,0.000,523.357,21,1,England,R,PA,123,265,5,1,2
10513,6668631,6552140,524.291,525.058,0.767,525.058,21,1,England,R,PA,265,123,5,1,0
10513,6668633,6552142,525.792,525.792,0.000,525.792,21,1,England,R,PA,123,118,5,1,0
10513,6668641,6552151,527.494,529.062,1.568,529.062,21,1,England,R,PA,118,10,5,1,2
10513,6668645,6552154,531.274,533.300,2.026,533.300,21,1,England,R,PA,10,47,5,1,2
10513,6668648,6552157,534.222,538.405,4.183,538.405,21,1,England,R,PA,47,123,5,1,3
10513,6668650,6552159,540.140,540.140,0.000,540.140,21,1,England,R,PA,123,118,5,1,1
10513,6668654,6552163,541.599,544.745,3.146,544.745,21,1,England,R,PA,118,47,5,1,2
10513,6668656,6552165,545.646,548.749,3.103,548.749,21,1,England,R,PA,47,123,5,1,2
10513,6668659,6552168,550.684,552.352,1.668,552.352,21,1,England,R,PA,123,118,5,1,1
10513,6668662,6552171,553.364,556.190,2.826,556.190,21,1,England,R,PA,118,10,5,1,1
10513,6668665,6552173,557.414,559.760,2.346,559.760,21,1,England,R,PA,10,118,5,1,2
10513,6668672,6552179,561.261,565.399,4.138,565.399,21,1,England,R,PA,118,,4,5,1
10513,6668690,6552194,607.508,607.508,0.000,607.508,23,1,England,R,PA,4677,,1,2,2
10513,6668791,6552292,726.560,726.560,0.000,726.560,27,1,England,R,PA,123,,1,2,2
10513,6668838,6552337,756.657,759.626,2.969,759.626,29,1,England,R,PA,118,265,5,1,2
10513,6668840,6552339,760.469,761.495,1.026,761.495,29,1,England,R,PA,265,10,5,1,0
10513,6668844,6552343,763.001,769.469,6.468,769.469,29,1,England,R,PA,10,118,5,1,1
10513,6668848,6552348,771.471,771.471,0.000,771.471,29,1,England,R,PA,118,123,5,1,1
10513,6668849,6552349,772.472,773.507,1.035,773.507,29,1,England,R,PA,123,118,5,1,1
10513,6668854,6552353,775.375,775.375,0.000,775.375,29,1,England,R,PA,118,169,5,1,3
10513,6668855,6552354,776.886,778.745,1.859,778.745,29,1,England,R,PA,169,16,5,1,3
10513,6668861,6552360,781.648,788.922,7.274,788.922,29,1,England,R,PA,16,4677,5,1,1
10513,6668867,6552366,790.023,792.860,2.837,792.860,29,1,England,R,PA,4677,123,5,1,2
10513,6668870,6552370,793.760,796.029,2.269,796.029,29,1,England,R,PA,123,4677,5,1,1
10513,6668874,6552374,796.697,799.833,3.136,799.833,29,1,England,R,PA,4677,265,5,1,2
10513,6668877,6552377,800.534,801.401,0.867,801.401,29,1,England,R,PA,265,10,5,1,2
10513,6668881,6552381,802.961,806.640,3.679,806.640,29,1,England,R,PA,10,265,5,1,1
10513,6668888,6552387,808.375,809.610,1.235,809.610,29,1,England,R,PA,265,123,5,1,2
10513,6668891,6552390,811.298,813.647,2.349,813.647,29,1,England,R,PA,123,,6,2,1
10513,6668986,6552495,893.861,897.798,3.937,897.798,31,1,England,R,PA,1,265,5,1,1
10513,6668994,6552499,900.434,900.434,0.000,900.434,31,1,England,R,PA,265,47,5,1,3
10513,6669000,6552505,901.702,903.837,2.135,903.837,31,1,England,R,PA,47,16,5,1,1
10513,6669003,6552509,905.072,906.106,1.034,906.106,31,1,England,R,PA,16,118,5,1,2
10513,6669008,6552513,907.708,911.378,3.670,911.378,31,1,England,R,PA,118,123,5,1,2
10513,6669011,6552516,912.633,913.914,1.281,913.914,31,1,England,R,PA,123,118,5,1,1
10513,6669017,6552521,915.226,918.619,3.393,918.619,31,1,England,R,PA,118,265,5,1,2
10513,6669019,6552523,919.520,919.520,0.000,919.520,31,1,England,R,PA,265,10,5,1,0
10513,6669022,6552525,920.754,921.955,1.201,921.955,31,1,England,R,PA,10,265,5,1,2
10513,6669026,6552528,922.723,922.723,0.000,922.723,31,1,England,R,PA,265,16,5,1,2
10513,6669030,6552532,924.178,927.361,3.183,927.361,31,1,England,R,PA,16,47,5,1,1
10513,6669032,6552534,928.662,930.030,1.368,930.030,31,1,England,R,PA,47,16,5,1,1
10513,6669037,6552539,931.365,934.034,2.669,934.034,31,1,England,R,PA,16,10,5,1,2
10513,6669043,6552547,935.602,938.705,3.103,938.705,31,1,England,R,PA,10,265,5,1,2
10513,6669048,6552553,939.406,942.142,2.736,942.142,31,1,England,R,PA,265,118,5,1,0
10513,6669052,6552558,943.736,945.646,1.910,945.646,31,1,England,R,PA,118,10,5,1,2
10513,6669056,6552562,946.884,949.249,2.365,949.249,31,1,England,R,PA,10,16,5,1,2
10513,6669059,6552565,950.053,951.084,1.031,951.084,31,1,England,R,PA,16,47,5,1,2
10513,6669064,6552571,952.241,954.154,1.913,954.154,31,1,England,R,PA,47,,5,2,1
10513,6669094,6552600,993.460,993.460,0.000,993.460,33,1,England,R,PA,169,10,5,1,2
10513,6669097,6552604,994.461,998.799,4.338,998.799,33,1,England,R,PA,10,118,5,1,1
10513,6669102,6552608,1000.868,1001.568,0.700,1001.568,33,1,England,R,PA,118,123,5,1,1
10513,6669106,6552611,1002.436,1003.737,1.301,1003.737,33,1,England,R,PA,123,169,5,1,3
10513,6668097,6551612,1006.139,1007.574,1.435,1007.574,33,1,England,R,PA,169,10,5,1,2
10513,6668100,6551615,1008.842,1013.213,4.371,1013.213,33,1,England,R,PA,10,265,5,1,2
10513,6669392,6552940,1013.881,1015.916,2.035,1015.916,33,1,England,R,PA,265,123,5,1,1
10513,6668110,6551622,1017.117,1018.485,1.368,1018.485,33,1,England,R,PA,123,118,5,1,1
10513,6668112,6551624,1019.987,1021.989,2.002,1021.989,33,1,England,R,PA,118,10,5,1,2
10513,6668114,6551627,1023.657,1024.791,1.134,1024.791,33,1,England,R,PA,10,47,5,1,2
10513,6668119,6551632,1025.759,1031.598,5.839,1031.598,33,1,England,R,PA,47,4677,5,1,2
10513,6668121,6551633,1032.399,1033.133,0.734,1033.133,33,1,England,R,PA,4677,123,5,1,1
10513,6668124,6551636,1034.902,1036.837,1.935,1036.837,33,1,England,R,PA,123,118,5,1,1
10513,6668128,6551641,1038.338,1039.373,1.035,1039.373,33,1,England,R,PA,118,47,5,1,2
10513,6668129,6551642,1040.440,1041.608,1.168,1041.608,33,1,England,R,PA,47,10,5,1,2
10513,6668132,6551645,1043.210,1043.210,0.000,1043.210,33,1,England,R,PA,10,47,5,1,2
10513,6668136,6551649,1044.578,1047.147,2.569,1047.147,33,1,England,R,PA,47,118,5,1,1
10513,6668139,6551653,1049.583,1052.619,3.036,1052.619,33,1,England,R,PA,118,265,5,1,2
10513,6668141,6551655,1053.453,1055.889,2.436,1055.889,33,1,England,R,PA,265,16,5,1,1
10513,6668146,6551663,1057.824,1059.393,1.569,1059.393,33,1,England,R,PA,16,163,5,1,1
10513,6668226,6551743,1184.117,1184.785,0.668,1184.785,35,1,England,R,PA,4677,21,5,1,3
10513,6668230,6551746,1185.819,1189.423,3.604,1189.423,35,1,England,R,PA,21,123,5,1,3
10513,6668234,6551750,1190.691,1192.159,1.468,1192.159,35,1,England,R,PA,123,265,5,1,1
10513,6668238,6551754,1193.460,1194.528,1.068,1194.528,35,1,England,R,PA,265,10,5,1,1
10513,6668246,6551763,1195.729,1202.302,6.573,1202.302,35,1,England,R,PA,10,16,5,1,1
10513,6668248,6551765,1203.070,1203.070,0.000,1203.070,35,1,England,R,PA,16,118,5,1,2
10513,6668254,6551770,1206.507,1208.642,2.135,1208.642,35,1,England,R,PA,118,47,5,1,2
10513,6668259,6551776,1211.078,1212.346,1.268,1212.346,35,1,England,R,PA,47,163,5,1,2
10513,6668263,6551780,1213.547,1218.085,4.538,1218.085,35,1,England,R,PA,163,16,5,1,1
10513,6668268,6551786,1219.186,1220.754,1.568,1220.754,35,1,England,R,PA,16,163,5,1,0
10513,6668330,6551849,1348.081,1348.081,0.000,1348.081,38,1,England,R,PA,16,10,5,1,2
10513,6668333,6551851,1349.783,1351.118,1.335,1351.118,38,1,England,R,PA,10,118,5,1,2
10513,6668338,6551856,1353.187,1357.925,4.738,1357.925,38,1,England,R,PA,118,10,5,1,2
10513,6668343,6551861,1358.926,1360.994,2.068,1360.994,38,1,England,R,PA,10,16,5,1,2
10513,6668347,6551865,1362.596,1366.967,4.371,1366.967,38,1,England,R,PA,16,10,5,1,1
10513,6668355,6551872,1368.302,1374.641,6.339,1374.641,38,1,England,R,PA,10,4677,5,1,1
10513,6668361,6551877,1375.509,1377.778,2.269,1377.778,38,1,England,R,PA,4677,16,5,1,1
10513,6668364,6551881,1379.079,1379.079,0.000,1379.079,38,1,England,R,PA,16,10,5,1,1
10513,6668368,6551891,1379.913,1384.284,4.371,1384.284,38,1,England,R,PA,10,47,5,1,2
10513,6668375,6551894,1384.918,1386.053,1.135,1386.053,38,1,England,R,PA,47,163,5,1,2
10513,6668384,6551901,1387.321,1391.091,3.770,1391.091,38,1,England,R,PA,163,1,5,1,2
10513,6668428,6551947,1417.951,1417.951,0.000,1417.951,43,1,England,R,PA,123,118,5,1,2
10513,6668435,6551955,1420.220,1423.891,3.671,1423.891,43,1,England,R,PA,118,265,5,1,2
10513,6668439,6551960,1424.892,1425.559,0.667,1425.559,43,1,England,R,PA,265,21,5,1,1
10513,6668444,6551964,1426.326,1429.263,2.937,1429.263,43,1,England,R,PA,21,265,5,1,0
10513,6668447,6551967,1432.399,1432.399,0.000,1432.399,43,1,England,R,PA,265,118,5,1,1
10513,6668453,6551973,1434.001,1436.537,2.536,1436.537,43,1,England,R,PA,118,10,5,1,1
10513,6668456,6551976,1437.738,1441.708,3.970,1441.708,43,1,England,R,PA,10,265,5,1,2
10513,6668460,6551979,1442.442,1446.647,4.205,1446.647,43,1,England,R,PA,265,123,5,1,3
