gameid,gameeventid,possessioneventid,starttime,endtime,duration,eventtime,sequence,ball_visibility,ball_x,ball_y,ball_z,period,teamname,teamattackingdirection,possessioneventtype
10505,6635900,6517500,4374.341,4374.341,0.000,4374.341,182,VISIBLE,-10.14,13.87,0.14,2,England,L,PA
10505,6635902,6517502,4376.410,4376.410,0.000,4376.410,182,VISIBLE,-16.8,0.74,0.00,2,England,L,PA
10505,6635907,6517507,4378.245,4378.245,0.000,4378.245,182,VISIBLE,-24.74,-17.60,0.00,2,England,L,PA
10505,6635910,6517586,4380.647,4380.647,0.000,4380.647,182,ESTIMATED,-37.62,-11.43,0.88,2,England,L,PA
10505,6635952,6517551,4393.627,4398.532,4.905,4398.532,184,ESTIMATED,-35.61,-5.32,2.25,2,England,L,PA
10505,6636008,6517703,4432.099,4432.099,0.000,4432.099,187,ESTIMATED,-29.4,-8.01,2.61,2,England,L,PA
10505,6636082,6517678,4484.418,4485.853,1.435,4485.853,189,VISIBLE,-29.24,19.03,0.00,2,England,L,PA
10505,6636087,6517683,4486.954,4488.455,1.501,4488.455,189,VISIBLE,-25.75,22.01,0.01,2,England,L,PA
10505,6636091,6517687,4489.189,4489.189,0.000,4489.189,189,VISIBLE,-31.13,20.99,0.02,2,England,L,PA
10505,6636094,6517691,4490.457,4490.457,0.000,4490.457,189,VISIBLE,-24.23,10.13,0.00,2,England,L,PA
10505,6636098,6517695,4492.059,4495.729,3.670,4495.729,189,VISIBLE,-34.94,-12.16,0.00,2,England,L,PA
10505,6636102,6517698,4496.463,4497.130,0.667,4497.130,189,VISIBLE,-37.53,-14.13,0.04,2,England,L,PA
10505,6636104,6517700,4498.999,4500.500,1.501,4500.500,189,VISIBLE,-37.05,14.15,0.00,2,England,L,PA
10505,6636108,6517705,4502.135,4504.605,2.470,4504.605,189,VISIBLE,-29,25.37,0.00,2,England,L,PA
10505,6636114,6517710,4506.106,4515.182,9.076,4515.182,189,VISIBLE,-17.09,11.75,0.00,2,England,L,PA
10505,6636119,6517714,4516.116,4516.116,0.000,4516.116,189,VISIBLE,-0.63,21.68,0.00,2,England,L,PA
10505,6636125,6517720,4517.351,4519.987,2.636,4519.987,189,VISIBLE,19.63,23.23,0.01,2,England,L,PA
10505,6636272,6517873,4579.146,4584.451,5.305,4584.451,191,VISIBLE,-40.62,-30.35,0.00,2,England,L,PA
10505,6636346,6517943,4661.929,4661.929,0.000,4661.929,195,ESTIMATED,-32.17,32.77,1.37,2,England,L,PA
10505,6636351,6517948,4663.163,4666.099,2.936,4666.099,195,VISIBLE,-33.57,31.52,1.09,2,England,L,PA
10505,6636426,6518025,4800.167,4800.167,0.000,4800.167,199,ESTIMATED,16.02,33.73,2.42,2,England,L,PA
10505,6636431,6518028,4802.002,4803.637,1.635,4803.637,199,VISIBLE,-2.94,22.60,0.00,2,England,L,PA
10505,6636437,6518033,4805.038,4806.173,1.135,4806.173,199,VISIBLE,-8.89,-2.23,0.05,2,England,L,PA
10505,6636439,6518036,4807.908,4808.976,1.068,4808.976,199,VISIBLE,-10.05,-20.81,0.20,2,England,L,PA
10505,6636451,6518051,4817.284,4817.284,0.000,4817.284,199,ESTIMATED,-4.67,4.26,0.21,2,England,L,PA
10505,6636457,6518056,4819.186,4820.254,1.068,4820.254,199,VISIBLE,12.91,27.74,0.04,2,England,L,PA
10505,6636461,6518060,4821.822,4823.023,1.201,4823.023,199,VISIBLE,-1.15,23.84,0.00,2,England,L,PA
10505,6636464,6518065,4823.824,4824.925,1.101,4824.925,199,VISIBLE,-4.04,20.71,0.06,2,England,L,PA
10505,6636465,6518066,4825.859,4825.859,0.000,4825.859,199,ESTIMATED,-2.61,27.14,0.29,2,England,L,PA
10505,6636469,6518070,4829.263,4829.263,0.000,4829.263,199,ESTIMATED,-32.9,9.25,2.39,2,England,L,PA
10505,6636479,6518080,4830.664,4835.669,5.005,4835.669,199,ESTIMATED,-36.78,-6.21,1.84,2,England,L,PA
10505,6635494,6517098,4838.071,4839.339,1.268,4839.339,199,VISIBLE,-4.05,-29.37,0.00,2,England,L,PA
10505,6635496,6517102,4840.674,4842.843,2.169,4842.843,199,VISIBLE,-1.65,-26.31,0.00,2,England,L,PA
10505,6635541,6517147,4920.621,4921.622,1.001,4921.622,199,VISIBLE,-5.31,-30.72,0.00,2,England,L,PA
10505,6635544,6517150,4922.523,4922.523,0.000,4922.523,199,VISIBLE,9.07,-31.82,0.00,2,England,L,PA
10505,6635560,6517165,4973.874,4973.874,0.000,4973.874,200,ESTIMATED,46.17,9.88,4.56,2,England,L,PA
10505,6635608,6517210,4980.781,4980.781,0.000,4980.781,202,ESTIMATED,7.14,28.61,0.92,2,England,L,PA
10505,6635628,6517230,4984.151,4987.621,3.470,4987.621,202,VISIBLE,-21.55,11.63,0.76,2,England,L,PA
10505,6635690,6517289,5029.596,5029.596,0.000,5029.596,206,ESTIMATED,-32.54,8.64,0.35,2,England,L,PA
10505,6635694,6517293,5030.898,5030.898,0.000,5030.898,206,ESTIMATED,-26.7,11.98,1.73,2,England,L,PA
10505,6635698,6517298,5032.666,5032.666,0.000,5032.666,206,ESTIMATED,-14.35,13.01,1.94,2,England,L,PA
10505,6635771,6517375,5072.673,5073.707,1.034,5073.707,209,VISIBLE,-1.6,18.33,0.03,2,England,L,PA
10505,6635774,6517377,5074.608,5074.608,0.000,5074.608,209,VISIBLE,2.12,13.58,0.24,2,England,L,PA
10505,6635778,6517381,5075.876,5075.876,0.000,5075.876,209,VISIBLE,-6.17,9.56,0.00,2,England,L,PA
10505,6635783,6517392,5076.944,5082.149,5.205,5082.149,209,VISIBLE,0.07,8.99,0.00,2,England,L,PA
10505,6635792,6517394,5083.483,5084.218,0.735,5084.218,209,VISIBLE,-7.02,23.82,0.24,2,England,L,PA
10505,6635795,6517397,5085.219,5085.219,0.000,5085.219,209,ESTIMATED,-5.56,19.05,0.25,2,England,L,PA
10505,6635821,6517421,5097.698,5097.698,0.000,5097.698,211,VISIBLE,18.54,-18.49,0.19,2,England,L,PA
10505,6635825,6517425,5098.765,5098.765,0.000,5098.765,211,VISIBLE,11.14,-14.75,0.27,2,England,L,PA
10505,6635829,6517429,5099.666,5100.434,0.768,5100.434,211,VISIBLE,9.55,-22.52,0.23,2,England,L,PA
10505,6635832,6517433,5101.435,5101.435,0.000,5101.435,211,VISIBLE,19.88,-29.58,0.00,2,England,L,PA
10505,6635833,6517434,5102.603,5103.704,1.101,5103.704,211,VISIBLE,9.88,-26.60,0.10,2,England,L,PA
10505,6635838,6517438,5105.305,5105.305,0.000,5105.305,211,VISIBLE,3.66,-21.66,0.20,2,England,L,PA
10505,6635845,6517445,5106.473,5107.441,0.968,5107.441,211,VISIBLE,-5.59,-12.39,0.05,2,England,L,PA
10505,6635850,6517449,5109.209,5110.611,1.402,5110.611,211,VISIBLE,0.86,10.14,0.00,2,England,L,PA
10505,6635854,6517453,5111.511,5111.511,0.000,5111.511,211,ESTIMATED,0.27,6.60,0.10,2,England,L,PA
10505,6635856,6517455,5112.279,5112.279,0.000,5112.279,211,VISIBLE,-1.14,12.17,0.04,2,England,L,PA
10505,6635862,6517461,5113.814,5114.615,0.801,5114.615,211,VISIBLE,-11.29,8.46,0.00,2,England,L,PA
10505,6635865,6517464,5115.682,5118.352,2.670,5118.352,211,ESTIMATED,-3.15,6.88,0.17,2,England,L,PA
10505,6635867,6517466,5119.019,5119.019,0.000,5119.019,211,ESTIMATED,-3.71,10.70,0.18,2,England,L,PA
10505,6635872,6517471,5120.587,5122.389,1.802,5122.389,211,VISIBLE,-13.79,-2.81,0.00,2,England,L,PA
10505,6635877,6517476,5123.223,5124.625,1.402,5124.625,211,VISIBLE,-11.52,-9.63,0.01,2,England,L,PA
10505,6635882,6517481,5126.627,5130.230,3.603,5130.230,211,VISIBLE,-10.44,9.21,0.50,2,England,L,PA
10505,6635466,6517073,5137.237,5143.510,6.273,5143.510,213,VISIBLE,15.37,29.80,0.00,2,England,L,PA
10505,6635470,6517077,5145.179,5145.946,0.767,5145.946,213,VISIBLE,-1.9,23.03,0.00,2,England,L,PA
10505,6635472,6517079,5148.815,5148.815,0.000,5148.815,213,VISIBLE,2.02,7.52,0.00,2,England,L,PA
10505,6635476,6517082,5150.250,5151.552,1.302,5151.552,213,VISIBLE,4.79,-23.73,0.00,2,England,L,PA
10505,6635482,6517088,5153.153,5156.356,3.203,5156.356,213,VISIBLE,26.76,-30.20,0.03,2,England,L,PA
10505,6635905,6517505,5158.358,5160.127,1.769,5160.127,213,VISIBLE,16,-25.27,0.00,2,England,L,PA
10505,6635947,6517548,5215.349,5216.483,1.134,5216.483,213,VISIBLE,-10.02,0.30,0.02,2,England,L,PA
10505,6635953,6517552,5217.684,5222.456,4.772,5222.456,213,VISIBLE,-10.03,17.01,0.00,2,England,L,PA
10505,6635959,6517559,5225.926,5225.926,0.000,5225.926,213,VISIBLE,-32.44,23.56,0.00,2,England,L,PA
10505,6635962,6517562,5228.662,5231.298,2.636,5231.298,213,VISIBLE,-34.24,-8.03,0.31,2,England,L,PA
10505,6636069,6517667,5278.745,5278.745,0.000,5278.745,215,ESTIMATED,2.58,30.40,4.32,2,England,L,PA
10505,6636089,6517685,5288.388,5288.388,0.000,5288.388,218,ESTIMATED,-3.26,22.48,2.14,2,England,L,PA
10505,6636092,6517689,5290.290,5290.290,0.000,5290.290,218,ESTIMATED,9.93,26.01,0.94,2,England,L,PA
10505,6636097,6521747,5291.458,5291.458,0.000,5291.458,218,VISIBLE,15.82,24.23,0.18,2,England,L,PA
10505,6636260,6521661,5404.571,5404.571,0.000,5404.571,220,VISIBLE,21.61,17.26,0.76,2,England,L,PA
10505,6636270,6517866,5406.106,5409.743,3.637,5409.743,220,VISIBLE,29.13,17.41,0.00,2,England,L,PA
10505,6636299,6517894,5421.255,5424.725,3.470,5424.725,222,VISIBLE,-27.81,1.58,0.82,2,England,L,PA
10505,6636404,6518005,5466.300,5467.201,0.901,5467.201,224,ESTIMATED,17.42,-4.22,0.34,2,England,L,PA
10505,6636520,6518115,5535.269,5543.610,8.341,5543.610,228,ESTIMATED,-36.35,-6.46,2.80,2,England,L,PA
10505,6636524,6518119,5545.512,5549.316,3.804,5549.316,228,VISIBLE,-14.05,-28.94,0.00,2,England,L,PA
10505,6636525,6518120,5551.385,5551.385,0.000,5551.385,228,VISIBLE,-19.16,-3.37,0.00,2,England,L,PA
10505,6636531,6518125,5552.986,5554.021,1.035,5554.021,228,VISIBLE,-29.29,6.54,0.22,2,England,L,PA
10505,6636535,6518129,5555.055,5556.423,1.368,5556.423,228,VISIBLE,-19.27,19.44,0.09,2,England,L,PA
10505,6636553,6518145,5557.924,5560.394,2.470,5560.394,228,VISIBLE,-12.37,26.98,0.00,2,England,L,PA
10505,6636555,6518148,5561.494,5562.496,1.002,5562.496,228,VISIBLE,-22.39,22.30,0.01,2,England,L,PA
10505,6636557,6518150,5563.797,5564.665,0.868,5564.665,228,VISIBLE,-40.93,18.78,0.00,2,England,L,PA
10505,6636560,6518153,5566.266,5568.602,2.336,5568.602,228,VISIBLE,-42.69,-2.93,0.00,2,England,L,PA
10505,6636564,6518157,5569.636,5569.636,0.000,5569.636,228,VISIBLE,-34.26,-1.01,0.00,2,England,L,PA
10505,6636566,6518161,5571.672,5573.106,1.434,5573.106,228,VISIBLE,-40.01,18.20,0.00,2,England,L,PA
10505,6636571,6518166,5574.141,5578.645,4.504,5578.645,228,VISIBLE,-24.19,14.69,0.04,2,England,L,PA
10505,6636573,6518168,5580.513,5581.448,0.935,5581.448,228,VISIBLE,-20.51,29.33,0.00,2,England,L,PA
10505,6636593,6518193,5593.961,5593.961,0.000,5593.961,230,VISIBLE,-10.09,5.50,0.50,2,England,L,PA
10505,6636598,6518197,5595.929,5597.297,1.368,5597.297,230,VISIBLE,-15.67,11.30,0.01,2,England,L,PA
10505,6636600,6518200,5598.131,5598.131,0.000,5598.131,230,VISIBLE,-9.88,12.67,0.00,2,England,L,PA
10505,6636604,6518203,5600.167,5603.837,3.670,5603.837,230,VISIBLE,-18.12,27.17,0.00,2,England,L,PA
10505,6636606,6518205,5604.605,5604.605,0.000,5604.605,230,VISIBLE,-18.62,22.91,0.11,2,England,L,PA
10505,6636680,6518280,5710.077,5710.077,0.000,5710.077,234,ESTIMATED,-9.33,25.18,5.27,2,England,L,PA
10505,6636681,6518283,5711.745,5714.481,2.736,5714.481,234,ESTIMATED,-22.36,31.39,0.76,2,England,L,PA
10505,6636683,6518284,5716.383,5717.317,0.934,5717.317,234,VISIBLE,-37.1,19.59,0.00,2,England,L,PA
10505,6636684,6518285,5718.519,5724.925,6.406,5724.925,234,VISIBLE,-29.65,-2.88,0.32,2,England,L,PA
10505,6636688,6518291,5731.265,5733.267,2.002,5733.267,234,VISIBLE,-25.53,23.49,0.00,2,England,L,PA
10505,6636690,6518293,5734.468,5734.468,0.000,5734.468,234,VISIBLE,-20.8,19.53,0.02,2,England,L,PA
10505,6636692,6518296,5735.369,5735.369,0.000,5735.369,234,ESTIMATED,-22.73,29.57,0.13,2,England,L,PA
10505,6636844,6518460,5737.838,5737.838,0.000,5737.838,234,ESTIMATED,-42.29,32.38,0.00,2,England,L,PA
10505,6636705,6518310,5746.413,5746.413,0.000,5746.413,236,VISIBLE,-0.79,6.22,0.00,2,England,L,PA
10505,6636706,6518311,5748.448,5748.448,0.000,5748.448,236,ESTIMATED,11.23,8.96,0.90,2,England,L,PA
10505,6636709,6518314,5750.784,5754.621,3.837,5754.621,236,VISIBLE,33.81,-16.34,0.00,2,England,L,PA
10505,6636755,6518359,5811.211,5811.211,0.000,5811.211,238,ESTIMATED,-35.91,-5.02,1.84,2,England,L,PA
10505,6636757,6518362,5812.946,5812.946,0.000,5812.946,238,ESTIMATED,-26.04,-11.11,1.96,2,England,L,PA
10505,6636808,6518418,5945.546,5945.546,0.000,5945.546,244,ESTIMATED,-39.61,17.88,6.15,2,England,L,PA
10513,6668181,6551698,110.544,110.544,0.000,110.544,2,ESTIMATED,-23.08,-6.32,0.81,1,England,R,PA
10513,6668198,6551713,144.077,147.014,2.937,147.014,3,ESTIMATED,-45.22,-1.31,0.00,1,England,R,PA
10513,6668203,6551720,148.515,153.320,4.805,153.320,3,VISIBLE,-24.05,0.59,0.00,1,England,R,PA
10513,6668205,6551722,154.021,155.255,1.234,155.255,3,VISIBLE,-16.68,14.73,0.00,1,England,R,PA
10513,6668211,6551729,156.490,157.858,1.368,157.858,3,VISIBLE,-17.74,30.23,0.00,1,England,R,PA
10513,6668216,6551735,159.156,161.261,2.105,161.261,3,ESTIMATED,-27.86,26.42,0.91,1,England,R,PA
10513,6668237,6551753,178.846,180.981,2.135,180.981,5,VISIBLE,-9.92,19.09,0.00,1,England,R,PA
10513,6668240,6551757,182.616,184.117,1.501,184.117,5,VISIBLE,-11.33,1.69,0.00,1,England,R,PA
10513,6668242,6551759,185.185,188.488,3.303,188.488,5,VISIBLE,1.7,17.43,0.00,1,England,R,PA
10513,6668244,6551761,189.656,190.457,0.801,190.457,5,VISIBLE,6.98,30.93,0.01,1,England,R,PA
10513,6668249,6551766,193.120,200.000,6.880,200.000,5,ESTIMATED,-5.78,24.22,0.83,1,England,R,PA
10513,6668252,6551769,201.902,201.902,0.000,201.902,5,ESTIMATED,19.92,29.47,3.52,1,England,R,PA
10513,6668325,6551844,254.321,254.855,0.534,254.855,7,VISIBLE,-32.73,-20.40,0.27,1,England,R,PA
10513,6668356,6551873,270.437,273.207,2.770,273.207,9,VISIBLE,27.31,-9.50,0.00,1,England,R,PA
10513,6668370,6551888,279.980,279.980,0.000,279.980,9,VISIBLE,19.69,-28.57,0.00,1,England,R,PA
10513,6668373,6551892,282.482,283.784,1.302,283.784,9,VISIBLE,10.03,-18.37,0.19,1,England,R,PA
10513,6668376,6551895,284.720,287.421,2.701,287.421,9,VISIBLE,15.76,-21.40,0.32,1,England,R,PA
10513,6668392,6551910,297.064,299.032,1.968,299.032,11,VISIBLE,29.71,-18.16,0.00,1,England,R,PA
10513,6668403,6551924,304.571,304.571,0.000,304.571,11,VISIBLE,10.74,11.81,0.00,1,England,R,PA
10513,6668405,6551926,305.910,308.375,2.465,308.375,11,VISIBLE,13.92,9.80,0.02,1,England,R,PA
10513,6668409,6551930,309.142,309.977,0.835,309.977,11,VISIBLE,14.76,15.03,0.00,1,England,R,PA
10513,6668411,6551934,311.403,312.446,1.043,312.446,11,VISIBLE,12.39,29.83,0.00,1,England,R,PA
10513,6668462,6551981,344.845,349.816,4.971,349.816,13,ESTIMATED,17.76,0.93,0.54,1,England,R,PA
10513,6668471,6551989,357.491,359.059,1.568,359.059,13,VISIBLE,29.74,25.54,0.00,1,England,R,PA
10513,6669172,6552680,359.660,360.928,1.268,360.928,13,VISIBLE,26.95,21.39,0.00,1,England,R,PA
10513,6668483,6551999,361.862,364.531,2.669,364.531,13,VISIBLE,23.88,22.65,0.01,1,England,R,PA
10513,6668490,6552005,365.132,366.633,1.501,366.633,13,VISIBLE,26.06,30.24,0.01,1,England,R,PA
10513,6668559,6552068,486.587,486.587,0.000,486.587,16,ESTIMATED,-31.06,-15.43,2.01,1,England,R,PA
10513,6669345,6552865,510.077,510.077,0.000,510.077,20,VISIBLE,-23,32.82,0.15,1,England,R,PA
10513,6668628,6552137,523.357,523.357,0.000,523.357,21,ESTIMATED,-14.44,28.53,1.97,1,England,R,PA
10513,6668631,6552140,524.291,525.058,0.767,525.058,21,VISIBLE,-14.48,27.86,0.00,1,England,R,PA
10513,6668633,6552142,525.792,525.792,0.000,525.792,21,VISIBLE,-17.86,30.78,0.20,1,England,R,PA
10513,6668641,6552151,527.494,529.062,1.568,529.062,21,VISIBLE,-30.37,21.92,0.00,1,England,R,PA
10513,6668645,6552154,531.274,533.300,2.026,533.300,21,VISIBLE,-25.6,-6.07,0.00,1,England,R,PA
10513,6668648,6552157,534.222,538.405,4.183,538.405,21,VISIBLE,-3.12,1.84,0.16,1,England,R,PA
10513,6668650,6552159,540.140,540.140,0.000,540.140,21,VISIBLE,-4.29,23.66,0.29,1,England,R,PA
10513,6668654,6552163,541.599,544.745,3.146,544.745,21,VISIBLE,-14.21,10.60,0.22,1,England,R,PA
10513,6668656,6552165,545.646,548.749,3.103,548.749,21,VISIBLE,-2.77,2.11,0.34,1,England,R,PA
10513,6668659,6552168,550.684,552.352,1.668,552.352,21,ESTIMATED,-0.52,29.10,0.93,1,England,R,PA
10513,6668662,6552171,553.364,556.190,2.826,556.190,21,VISIBLE,-12.88,6.83,0.00,1,England,R,PA
10513,6668665,6552173,557.414,559.760,2.346,559.760,21,VISIBLE,-15.15,-3.71,0.16,1,England,R,PA
10513,6668672,6552179,561.261,565.399,4.138,565.399,21,ESTIMATED,-3.13,8.73,1.05,1,England,R,PA
10513,6668690,6552194,607.508,607.508,0.000,607.508,23,ESTIMATED,-13.7,-0.42,2.41,1,England,R,PA
10513,6668791,6552292,726.560,726.560,0.000,726.560,27,ESTIMATED,-13.3,32.89,2.80,1,England,R,PA
10513,6668838,6552337,756.657,759.626,2.969,759.626,29,VISIBLE,-31.69,14.14,0.00,1,England,R,PA
10513,6668840,6552339,760.469,761.495,1.026,761.495,29,VISIBLE,-26.58,13.52,0.04,1,England,R,PA
10513,6668844,6552343,763.001,769.469,6.468,769.469,29,VISIBLE,-29.05,-2.16,0.00,1,England,R,PA
10513,6668848,6552348,771.471,771.471,0.000,771.471,29,VISIBLE,-30.05,21.86,0.04,1,England,R,PA
10513,6668849,6552349,772.472,773.507,1.035,773.507,29,VISIBLE,-30.2,29.39,0.04,1,England,R,PA
10513,6668854,6552353,775.375,775.375,0.000,775.375,29,VISIBLE,-43.77,20.87,0.00,1,England,R,PA
10513,6668855,6552354,776.886,778.745,1.859,778.745,29,VISIBLE,-48.31,4.02,0.50,1,England,R,PA
10513,6668861,6552360,781.648,788.922,7.274,788.922,29,ESTIMATED,-2.04,-9.36,0.28,1,England,R,PA
10513,6668867,6552366,790.023,792.860,2.837,792.860,29,VISIBLE,-5.68,23.72,0.18,1,England,R,PA
10513,6668870,6552370,793.760,796.029,2.269,796.029,29,VISIBLE,0.47,28.72,0.00,1,England,R,PA
10513,6668874,6552374,796.697,799.833,3.136,799.833,29,VISIBLE,-0.41,16.20,0.00,1,England,R,PA
10513,6668877,6552377,800.534,801.401,0.867,801.401,29,VISIBLE,-5.39,14.95,0.00,1,England,R,PA
10513,6668881,6552381,802.961,806.640,3.679,806.640,29,VISIBLE,-4.11,-2.88,0.30,1,England,R,PA
10513,6668888,6552387,808.375,809.610,1.235,809.610,29,VISIBLE,3.68,13.48,0.05,1,England,R,PA
10513,6668891,6552390,811.298,813.647,2.349,813.647,29,VISIBLE,22.6,28.01,0.05,1,England,R,PA
10513,6668986,6552495,893.861,897.798,3.937,897.798,31,VISIBLE,33.79,-17.86,0.00,1,England,R,PA
10513,6668994,6552499,900.434,900.434,0.000,900.434,31,VISIBLE,28.94,-29.67,0.00,1,England,R,PA
10513,6669000,6552505,901.702,903.837,2.135,903.837,31,VISIBLE,13.9,-25.71,0.00,1,England,R,PA
10513,6669003,6552509,905.072,906.106,1.034,906.106,31,ESTIMATED,-2.2,-20.75,1.06,1,England,R,PA
10513,6669008,6552513,907.708,911.378,3.670,911.378,31,VISIBLE,12.9,14.82,0.12,1,England,R,PA
10513,6669011,6552516,912.633,913.914,1.281,913.914,31,VISIBLE,20.28,30.59,0.00,1,England,R,PA
10513,6669017,6552521,915.226,918.619,3.393,918.619,31,VISIBLE,6.29,16.96,0.00,1,England,R,PA
10513,6669019,6552523,919.520,919.520,0.000,919.520,31,VISIBLE,6.64,8.98,0.00,1,England,R,PA
10513,6669022,6552525,920.754,921.955,1.201,921.955,31,VISIBLE,-1.67,8.61,0.00,1,England,R,PA
10513,6669026,6552528,922.723,922.723,0.000,922.723,31,VISIBLE,4.51,7.74,0.00,1,England,R,PA
10513,6669030,6552532,924.178,927.361,3.183,927.361,31,VISIBLE,-1.21,-15.45,0.13,1,England,R,PA
10513,6669032,6552534,928.662,930.030,1.368,930.030,31,ESTIMATED,4.09,-31.77,0.00,1,England,R,PA
10513,6669037,6552539,931.365,934.034,2.669,934.034,31,VISIBLE,-16.4,-16.76,0.00,1,England,R,PA
10513,6669043,6552547,935.602,938.705,3.103,938.705,31,VISIBLE,-3.06,4.85,0.20,1,England,R,PA
10513,6669048,6552553,939.406,942.142,2.736,942.142,31,ESTIMATED,-1.59,10.31,0.22,1,England,R,PA
10513,6669052,6552558,943.736,945.646,1.910,945.646,31,VISIBLE,-5.54,19.11,0.00,1,England,R,PA
10513,6669056,6552562,946.884,949.249,2.365,949.249,31,VISIBLE,-9.82,-1.20,0.00,1,England,R,PA
10513,6669059,6552565,950.053,951.084,1.031,951.084,31,VISIBLE,-9.7,-11.67,0.00,1,England,R,PA
10513,6669064,6552571,952.241,954.154,1.913,954.154,31,ESTIMATED,1.36,-26.72,0.00,1,England,R,PA
10513,6669094,6552600,993.460,993.460,0.000,993.460,33,ESTIMATED,-38.92,-9.46,0.00,1,England,R,PA
10513,6669097,6552604,994.461,998.799,4.338,998.799,33,VISIBLE,-24.66,1.21,0.00,1,England,R,PA
10513,6669102,6552608,1000.868,1001.568,0.700,1001.568,33,VISIBLE,-20.68,25.26,0.06,1,England,R,PA
10513,6669106,6552611,1002.436,1003.737,1.301,1003.737,33,VISIBLE,-26.59,30.89,0.00,1,England,R,PA
10513,6668097,6551612,1006.139,1007.574,1.435,1007.574,33,VISIBLE,-37.03,2.73,0.00,1,England,R,PA
10513,6668100,6551615,1008.842,1013.213,4.371,1013.213,33,ESTIMATED,-23.84,8.86,0.29,1,England,R,PA
10513,6669392,6552940,1013.881,1015.916,2.035,1015.916,33,VISIBLE,-15.89,15.32,0.00,1,England,R,PA
10513,6668110,6551622,1017.117,1018.485,1.368,1018.485,33,VISIBLE,-19.32,27.51,0.00,1,England,R,PA
10513,6668112,6551624,1019.987,1021.989,2.002,1021.989,33,VISIBLE,-27.53,16.05,0.00,1,England,R,PA
10513,6668114,6551627,1023.657,1024.791,1.134,1024.791,33,VISIBLE,-20.63,-6.26,0.00,1,England,R,PA
10513,6668119,6551632,1025.759,1031.598,5.839,1031.598,33,VISIBLE,-4.37,3.54,0.29,1,England,R,PA
10513,6668121,6551633,1032.399,1033.133,0.734,1033.133,33,VISIBLE,-3.78,11.86,0.19,1,England,R,PA
10513,6668124,6551636,1034.902,1036.837,1.935,1036.837,33,VISIBLE,-3.24,28.10,0.00,1,England,R,PA
10513,6668128,6551641,1038.338,1039.373,1.035,1039.373,33,VISIBLE,-13.41,16.16,0.00,1,England,R,PA
10513,6668129,6551642,1040.440,1041.608,1.168,1041.608,33,VISIBLE,-9.54,5.58,0.12,1,England,R,PA
10513,6668132,6551645,1043.210,1043.210,0.000,1043.210,33,VISIBLE,-11.21,-6.02,0.05,1,England,R,PA
10513,6668136,6551649,1044.578,1047.147,2.569,1047.147,33,VISIBLE,-8.65,-4.19,0.27,1,England,R,PA
10513,6668139,6551653,1049.583,1052.619,3.036,1052.619,33,VISIBLE,-2.93,12.15,0.00,1,England,R,PA
10513,6668141,6551655,1053.453,1055.889,2.436,1055.889,33,VISIBLE,13.48,3.91,0.00,1,England,R,PA
10513,6668146,6551663,1057.824,1059.393,1.569,1059.393,33,VISIBLE,29.39,-24.32,0.00,1,England,R,PA
10513,6668226,6551743,1184.117,1184.785,0.668,1184.785,35,ESTIMATED,13.07,8.48,0.23,1,England,R,PA
10513,6668230,6551746,1185.819,1189.423,3.604,1189.423,35,VISIBLE,29.38,25.17,0.00,1,England,R,PA
10513,6668234,6551750,1190.691,1192.159,1.468,1192.159,35,VISIBLE,19,22.36,0.08,1,England,R,PA
10513,6668238,6551754,1193.460,1194.528,1.068,1194.528,35,VISIBLE,8.51,12.82,0.00,1,England,R,PA
10513,6668246,6551763,1195.729,1202.302,6.573,1202.302,35,VISIBLE,13.98,-8.57,0.00,1,England,R,PA
10513,6668248,6551765,1203.070,1203.070,0.000,1203.070,35,ESTIMATED,8.79,-13.05,0.24,1,England,R,PA
10513,6668254,6551770,1206.507,1208.642,2.135,1208.642,35,VISIBLE,0.26,6.83,0.36,1,England,R,PA
10513,6668259,6551776,1211.078,1212.346,1.268,1212.346,35,VISIBLE,24.6,-26.57,0.00,1,England,R,PA
10513,6668263,6551780,1213.547,1218.085,4.538,1218.085,35,VISIBLE,31.51,-26.43,0.00,1,England,R,PA
10513,6668268,6551786,1219.186,1220.754,1.568,1220.754,35,VISIBLE,18.21,-20.93,0.00,1,England,R,PA
10513,6668330,6551849,1348.081,1348.081,0.000,1348.081,38,VISIBLE,8,-30.70,1.20,1,England,R,PA
10513,6668333,6551851,1349.783,1351.118,1.335,1351.118,38,VISIBLE,-6.68,-27.66,0.00,1,England,R,PA
10513,6668338,6551856,1353.187,1357.925,4.738,1357.925,38,VISIBLE,-8.29,11.64,0.00,1,England,R,PA
10513,6668343,6551861,1358.926,1360.994,2.068,1360.994,38,VISIBLE,-8.06,-4.69,0.05,1,England,R,PA
10513,6668347,6551865,1362.596,1366.967,4.371,1366.967,38,VISIBLE,7.76,-30.05,0.16,1,England,R,PA
10513,6668355,6551872,1368.302,1374.641,6.339,1374.641,38,VISIBLE,4.66,4.22,0.09,1,England,R,PA
10513,6668361,6551877,1375.509,1377.778,2.269,1377.778,38,VISIBLE,-5.08,6.18,0.27,1,England,R,PA
10513,6668364,6551881,1379.079,1379.079,0.000,1379.079,38,VISIBLE,-6.67,-6.74,0.35,1,England,R,PA
10513,6668368,6551891,1379.913,1384.284,4.371,1384.284,38,VISIBLE,4.93,-11.40,0.27,1,England,R,PA
10513,6668375,6551894,1384.918,1386.053,1.135,1386.053,38,VISIBLE,9.3,-23.25,0.21,1,England,R,PA
