gameid,gameeventid,possessioneventid,starttime,endtime,duration,eventtime,sequence,ball_visibility,ball_x,ball_y,ball_z,period,teamname,teamattackingdirection,possessioneventtype
3813,6497319,6373607,6731.098,6732.799,1.701,6732.799,234,VISIBLE,-13.39,-30.18,0.00,2,England,L,PA
3813,6497322,6373609,6746.914,6746.914,0.000,6746.914,235,VISIBLE,-13.42,-24.68,0.00,2,England,L,PA
3813,6497323,6373610,6747.948,6747.948,0.000,6747.948,235,VISIBLE,-14.75,-19.37,0.00,2,England,L,PA
3813,6497324,6373611,6749.783,6749.783,0.000,6749.783,235,VISIBLE,-22.81,-16.55,0.00,2,England,L,PA
3813,6497325,6373613,6751.084,6757.424,6.340,6757.424,235,ESTIMATED,15.99,15.60,0.15,2,England,L,PA
3813,6497326,6373614,6758.192,6760.360,2.168,6760.360,235,VISIBLE,19.16,21.13,0.51,2,England,L,PA
3813,6497328,6373616,6763.297,6765.899,2.602,6765.899,237,VISIBLE,17.05,7.94,0.00,2,England,L,PA
3813,6497329,6373617,6767.034,6768.402,1.368,6768.402,237,VISIBLE,19.25,-9.97,0.00,2,England,L,PA
3813,6497330,6373618,6768.869,6769.269,0.400,6769.269,237,VISIBLE,19.08,-14.28,0.00,2,England,L,PA
3813,6497331,6373619,6770.671,6772.306,1.635,6772.306,237,VISIBLE,23.12,-24.38,0.04,2,England,L,PA
3813,6497332,6373620,6773.941,6773.941,0.000,6773.941,237,VISIBLE,13.03,-21.95,0.03,2,England,L,PA
3813,6497334,6373622,6774.842,6774.842,0.000,6774.842,237,VISIBLE,11.14,-16.40,0.00,2,England,L,PA
3813,6497335,6373623,6775.542,6776.376,0.834,6776.376,237,VISIBLE,9.6,-19.94,0.00,2,England,L,PA
3813,6497336,6373625,6777.945,6779.146,1.201,6779.146,237,VISIBLE,-3.03,-10.64,0.00,2,England,L,PA
3813,6497337,6373626,6780.814,6782.082,1.268,6782.082,237,VISIBLE,-4.6,15.03,0.00,2,England,L,PA
3813,6497339,6373628,6783.283,6784.084,0.801,6784.084,237,VISIBLE,-4.91,19.59,0.03,2,England,L,PA
3813,6497341,6373630,6785.285,6785.285,0.000,6785.285,237,VISIBLE,-7.91,7.43,0.00,2,England,L,PA
3813,6497342,6373631,6787.721,6788.922,1.201,6788.922,237,VISIBLE,-25.24,-8.36,0.00,2,England,L,PA
3813,6497343,6373632,6791.091,6791.091,0.000,6791.091,237,VISIBLE,-41.08,6.47,0.00,2,England,L,PA
3813,6497344,6373633,6794.261,6794.261,0.000,6794.261,237,VISIBLE,-39.49,26.92,0.10,2,England,L,PA
3813,6497345,6373634,6794.995,6796.797,1.802,6796.797,237,VISIBLE,-38.49,31.05,0.00,2,England,L,PA
3813,6497346,6373635,6798.198,6798.198,0.000,6798.198,237,ESTIMATED,-45.57,28.25,0.80,2,England,L,PA
3813,6497347,6373636,6799.299,6799.299,0.000,6799.299,237,ESTIMATED,-28.6,30.49,1.17,2,England,L,PA
3813,6497357,6373647,6828.729,6828.729,0.000,6828.729,239,ESTIMATED,-33.52,6.51,2.94,2,England,L,PA
3813,6497358,6373648,6830.330,6830.330,0.000,6830.330,239,VISIBLE,-23.29,10.77,0.37,2,England,L,PA
3813,6497363,6373655,6832.266,6832.399,0.133,6832.399,239,VISIBLE,-17.09,15.77,0.00,2,England,L,PA
3813,6497364,6373656,6834.368,6836.837,2.469,6836.837,239,VISIBLE,9.26,20.09,0.41,2,England,L,PA
3813,6497368,6373661,6852.219,6852.219,0.000,6852.219,241,ESTIMATED,2.02,1.13,0.26,2,England,L,PA
3813,6497372,6373665,6863.230,6863.230,0.000,6863.230,243,ESTIMATED,-45.12,-10.29,1.80,2,England,L,PA
3813,6497373,6373666,6865.232,6866.934,1.702,6866.934,243,VISIBLE,-38.22,-16.95,0.29,2,England,L,PA
3813,6497374,6373744,6867.701,6871.872,4.171,6871.872,243,ESTIMATED,-8.39,-9.43,0.26,2,England,L,PA
3813,6497377,6373674,6894.928,6894.928,0.000,6894.928,244,ESTIMATED,12.25,-12.37,0.26,2,England,L,PA
3813,6497383,6373677,6957.291,6957.291,0.000,6957.291,247,ESTIMATED,-15.11,33.56,2.30,2,England,L,PA
3813,6497384,6373678,6958.458,6958.458,0.000,6958.458,247,ESTIMATED,-9.68,28.49,2.58,2,England,L,PA
3831,6539186,6417323,79.279,79.279,0.000,79.279,1,VISIBLE,-2.45,-0.05,0.00,1,England,R,PA
3831,6539192,6417330,80.547,84.585,4.038,84.585,1,VISIBLE,-14.95,1.64,0.00,1,England,R,PA
3831,6539194,6417332,86.019,87.888,1.869,87.888,1,VISIBLE,-21.91,14.18,0.00,1,England,R,PA
3831,6539199,6417337,89.156,94.828,5.672,94.828,1,VISIBLE,-21.96,-5.51,0.00,1,England,R,PA
3831,6539203,6417340,96.864,100.033,3.169,100.033,1,VISIBLE,-26.05,15.16,0.00,1,England,R,PA
3831,6539206,6417343,101.335,103.637,2.302,103.637,1,VISIBLE,-27.06,-2.39,0.00,1,England,R,PA
3831,6539208,6417345,105.172,107.508,2.336,107.508,1,VISIBLE,-29.13,6.82,0.00,1,England,R,PA
3831,6539209,6417346,108.509,111.278,2.769,111.278,1,VISIBLE,-28.65,-4.59,0.00,1,England,R,PA
3831,6539211,6417348,113.280,114.081,0.801,114.081,1,VISIBLE,-28.55,13.92,0.00,1,England,R,PA
3831,6539217,6417355,115.415,116.750,1.335,116.750,1,ESTIMATED,-21.48,30.26,0.76,1,England,R,PA
3831,6539234,6417370,140.173,140.173,0.000,140.173,3,ESTIMATED,29.34,31.62,4.67,1,England,R,PA
3831,6539235,6417371,141.008,141.008,0.000,141.008,3,VISIBLE,29.42,28.43,0.32,1,England,R,PA
3831,6539237,6417373,141.808,142.476,0.668,142.476,3,ESTIMATED,31.68,32.12,0.06,1,England,R,PA
3831,6539270,6417407,156.356,156.356,0.000,156.356,5,VISIBLE,-36.98,7.43,0.00,1,England,R,PA
3831,6539273,6417410,157.824,157.824,0.000,157.824,5,VISIBLE,-45.62,0.95,1.07,1,England,R,PA
3831,6539279,6417418,163.163,163.163,0.000,163.163,7,ESTIMATED,-15.12,21.03,4.67,1,England,R,PA
3831,6539397,6417536,267.167,267.167,0.000,267.167,12,ESTIMATED,-22.72,33.55,2.33,1,England,R,PA
3831,6539418,6417556,273.473,275.042,1.569,275.042,14,VISIBLE,-17.07,29.53,0.88,1,England,R,PA
3831,6539429,6417568,277.611,277.611,0.000,277.611,16,ESTIMATED,-10.89,20.96,3.68,1,England,R,PA
3831,6539478,6417621,317.351,317.351,0.000,317.351,18,ESTIMATED,-21.38,-20.32,1.85,1,England,R,PA
3831,6539484,6417626,320.387,320.387,0.000,320.387,18,VISIBLE,-15.76,3.56,0.05,1,England,R,PA
3831,6539490,6417631,322.122,323.390,1.268,323.390,18,VISIBLE,-24.46,21.00,0.00,1,England,R,PA
3831,6539495,6417635,325.893,327.861,1.968,327.861,18,VISIBLE,-4.35,29.31,0.00,1,England,R,PA
3831,6539499,6417640,329.496,332.132,2.636,332.132,18,VISIBLE,-28.88,20.79,0.00,1,England,R,PA
3831,6539508,6417648,334.201,334.835,0.634,334.835,18,VISIBLE,-35.7,-3.00,0.10,1,England,R,PA
3831,6539511,6417652,335.836,338.405,2.569,338.405,18,VISIBLE,-32.28,-9.06,0.31,1,England,R,PA
3831,6539518,6417659,340.574,344.678,4.104,344.678,18,VISIBLE,-35.91,10.52,0.01,1,England,R,PA
3831,6539523,6417664,346.146,347.681,1.535,347.681,18,VISIBLE,-27.04,-18.30,0.15,1,England,R,PA
3831,6539526,6417667,348.649,349.616,0.967,349.616,18,VISIBLE,-23.54,-30.50,0.34,1,England,R,PA
3831,6539558,6417701,364.064,364.064,0.000,364.064,19,ESTIMATED,-2.52,-29.82,-2.41,1,England,R,PA
3831,6539566,6417709,365.566,368.502,2.936,368.502,19,VISIBLE,-20.23,-8.84,0.00,1,England,R,PA
3831,6539571,6417714,370.137,372.172,2.035,372.172,19,VISIBLE,-25.04,1.73,0.00,1,England,R,PA
3831,6539579,6417723,373.373,378.879,5.506,378.879,19,VISIBLE,-18.93,-1.64,0.00,1,England,R,PA
3831,6539586,6417728,381.014,383.016,2.002,383.016,19,ESTIMATED,-12.43,35.01,0.00,1,England,R,PA
3831,6539590,6417732,384.685,386.787,2.102,386.787,19,VISIBLE,-29.41,8.46,0.00,1,England,R,PA
3831,6539595,6417737,388.088,391.825,3.737,391.825,19,VISIBLE,-30.1,-8.79,0.00,1,England,R,PA
3831,6539602,6417743,394.094,395.896,1.802,395.896,19,VISIBLE,-33.31,10.61,0.00,1,England,R,PA
3831,6539606,6417748,397.331,403.570,6.239,403.570,19,VISIBLE,-29.12,-15.76,0.00,1,England,R,PA
3831,6539612,6417754,404.371,405.205,0.834,405.205,19,ESTIMATED,-28.58,-8.02,0.34,1,England,R,PA
3831,6539615,6417759,406.507,408.976,2.469,408.976,19,VISIBLE,-24.2,15.79,0.00,1,England,R,PA
3831,6539684,6417825,477.945,477.945,0.000,477.945,21,VISIBLE,1.16,-29.09,0.36,1,England,R,PA
3831,6539691,6417833,478.846,479.746,0.900,479.746,21,VISIBLE,9.21,-31.83,0.95,1,England,R,PA
3831,6539773,6417908,539.373,539.373,0.000,539.373,23,VISIBLE,-11.49,-8.66,0.00,1,England,R,PA
3831,6539783,6417918,542.543,544.811,2.268,544.811,23,VISIBLE,-1.91,27.67,0.00,1,England,R,PA
3831,6539788,6417924,546.113,548.448,2.335,548.448,23,VISIBLE,1.01,31.51,0.03,1,England,R,PA
3831,6539792,6417928,550.184,551.618,1.434,551.618,23,VISIBLE,-15.7,19.35,0.00,1,England,R,PA
3831,6539798,6417935,552.286,553.153,0.867,553.153,23,VISIBLE,-10.95,23.99,0.08,1,England,R,PA
3831,6539801,6417939,555.455,555.455,0.000,555.455,23,VISIBLE,-19.97,11.74,0.00,1,England,R,PA
3831,6539805,6417943,557.491,558.725,1.234,558.725,23,VISIBLE,-16.58,-16.49,0.00,1,England,R,PA
3831,6539808,6417947,559.826,561.128,1.302,561.128,23,VISIBLE,-14.78,-27.96,0.02,1,England,R,PA
3831,6539812,6417952,562.529,564.264,1.735,564.264,23,VISIBLE,-26.12,-8.67,0.08,1,England,R,PA
3831,6539827,6417969,569.303,570.537,1.234,570.537,23,VISIBLE,-12.61,28.37,0.00,1,England,R,PA
3831,6539829,6417971,571.438,571.438,0.000,571.438,23,VISIBLE,-10.83,23.03,0.04,1,England,R,PA
3831,6539834,6417976,572.439,572.940,0.501,572.940,23,ESTIMATED,-2.02,31.27,1.33,1,England,R,PA
3831,6539841,6417984,574.474,574.474,0.000,574.474,23,ESTIMATED,-6.68,30.70,0.61,1,England,R,PA
3831,6539849,6417993,574.975,575.375,0.400,575.375,23,VISIBLE,-9.06,27.70,0.13,1,England,R,PA
3831,6539851,6417995,577.611,577.611,0.000,577.611,23,VISIBLE,-17.05,16.61,0.14,1,England,R,PA
3831,6539855,6417999,579.613,580.948,1.335,580.948,23,ESTIMATED,-13.42,-24.05,0.78,1,England,R,PA
3831,6539876,6418015,602.402,602.402,0.000,602.402,24,ESTIMATED,15.22,-37.60,1.47,1,England,R,PA
3831,6539886,6418027,604.705,604.705,0.000,604.705,24,VISIBLE,20.67,-30.45,0.12,1,England,R,PA
3831,6539902,6418042,610.777,613.514,2.737,613.514,24,VISIBLE,-17.88,-25.90,0.00,1,England,R,PA
3831,6539908,6418047,615.082,616.216,1.134,616.216,24,VISIBLE,-9.55,-16.15,0.00,1,England,R,PA
3831,6539909,6418049,617.251,617.251,0.000,617.251,24,VISIBLE,-2.87,-13.53,0.00,1,England,R,PA
3831,6539913,6418053,618.252,619.820,1.568,619.820,24,VISIBLE,-9.74,-14.65,0.00,1,England,R,PA
3831,6539921,6418061,620.721,622.956,2.235,622.956,24,VISIBLE,-7.48,-24.68,0.00,1,England,R,PA
3831,6539926,6418067,623.791,623.791,0.000,623.791,24,VISIBLE,6.94,-27.05,0.00,1,England,R,PA
3831,6539929,6418072,624.458,624.458,0.000,624.458,24,VISIBLE,10.38,-31.84,0.16,1,England,R,PA
3831,6539933,6418076,626.860,628.495,1.635,628.495,24,VISIBLE,34.55,-13.23,0.00,1,England,R,PA
3831,6539938,6418081,629.730,629.730,0.000,629.730,24,VISIBLE,44.68,-10.72,0.04,1,England,R,PA
3831,6539965,6418124,678.078,684.284,6.206,684.284,25,VISIBLE,48.39,12.09,0.00,1,England,R,PA
3831,6540013,6418161,732.466,732.466,0.000,732.466,27,ESTIMATED,-15.92,-11.74,2.22,1,England,R,PA
3831,6540020,6418167,734.635,734.635,0.000,734.635,27,ESTIMATED,-19.11,-23.53,0.19,1,England,R,PA
3831,6540024,6418171,736.336,736.336,0.000,736.336,27,ESTIMATED,-25.84,-20.24,0.88,1,England,R,PA
3831,6540025,6418172,737.171,737.171,0.000,737.171,27,ESTIMATED,-28.19,-24.47,0.42,1,England,R,PA
3831,6540031,6418178,739.439,742.309,2.870,742.309,27,VISIBLE,-43.56,-6.01,0.00,1,England,R,PA
3831,6540041,6418188,743.277,748.415,5.138,748.415,27,VISIBLE,-29.42,0.50,0.00,1,England,R,PA
3831,6540046,6418197,750.484,753.987,3.503,753.987,27,VISIBLE,-16.3,28.30,0.00,1,England,R,PA
3831,6540049,6418200,755.856,757.391,1.535,757.391,27,VISIBLE,-32.13,11.63,0.00,1,England,R,PA
3831,6540055,6418207,759.092,762.396,3.304,762.396,27,VISIBLE,-23.1,-17.79,0.08,1,England,R,PA
3831,6540057,6418210,764.198,765.566,1.368,765.566,27,VISIBLE,-33.36,5.40,0.00,1,England,R,PA
3831,6540062,6418214,766.300,767.367,1.067,767.367,27,VISIBLE,-33.41,4.82,0.00,1,England,R,PA
3831,6540065,6418216,769.069,772.372,3.303,772.372,27,VISIBLE,-25.55,-15.29,0.03,1,England,R,PA
3831,6540072,6418223,774.174,775.509,1.335,775.509,27,VISIBLE,-25.39,12.61,0.00,1,England,R,PA
3831,6540075,6418226,776.743,778.879,2.136,778.879,27,VISIBLE,-14.11,27.00,0.00,1,England,R,PA
3831,6540108,6418262,792.159,794.127,1.968,794.127,28,VISIBLE,-26.3,19.69,0.00,1,England,R,PA
3831,6540115,6418268,795.729,799.266,3.537,799.266,28,VISIBLE,-12.06,-14.73,0.00,1,England,R,PA
3831,6540126,6418278,803.670,804.538,0.868,804.538,28,ESTIMATED,-10.02,-12.88,0.26,1,England,R,PA
3831,6540131,6418283,806.406,807.608,1.202,807.608,28,VISIBLE,-13.87,13.74,0.05,1,England,R,PA
3831,6540135,6418288,808.675,809.943,1.268,809.943,28,VISIBLE,-3.29,29.48,0.00,1,England,R,PA
3831,6540143,6418301,810.711,815.148,4.437,815.148,28,VISIBLE,7.25,13.41,0.00,1,England,R,PA
3831,6540150,6418307,816.216,817.351,1.135,817.351,28,VISIBLE,18.38,-0.75,0.06,1,England,R,PA
3831,6540159,6418317,821.288,821.288,0.000,821.288,30,ESTIMATED,6.84,-6.16,3.53,1,England,R,PA
3831,6540230,6418404,844.411,844.411,0.000,844.411,34,ESTIMATED,-0.94,21.17,1.27,1,England,R,PA
3831,6540237,6418409,846.413,847.247,0.834,847.247,34,ESTIMATED,14.01,20.87,0.53,1,England,R,PA
3831,6540243,6418414,848.482,852.186,3.704,852.186,34,VISIBLE,29.04,21.12,0.04,1,England,R,PA
3831,6540247,6418418,852.819,854.221,1.402,854.221,34,VISIBLE,24.69,15.69,0.00,1,England,R,PA
3831,6540254,6418425,855.556,856.590,1.034,856.590,34,VISIBLE,21.89,-5.77,0.08,1,England,R,PA
3831,6540261,6418433,857.791,859.593,1.802,859.593,34,VISIBLE,29.58,-22.34,0.00,1,England,R,PA
3831,6540265,6418436,861.195,862.563,1.368,862.563,34,VISIBLE,20.35,-16.34,0.06,1,England,R,PA
3831,6540270,6418442,863.597,865.866,2.269,865.866,34,VISIBLE,17.64,5.26,0.00,1,England,R,PA
3831,6540278,6418449,866.867,869.236,2.369,869.236,34,VISIBLE,24.27,26.55,0.00,1,England,R,PA
3831,6540282,6418453,870.170,870.170,0.000,870.170,34,VISIBLE,25.03,28.68,0.05,1,England,R,PA
3831,6540286,6418456,871.371,872.706,1.335,872.706,34,VISIBLE,9.28,19.18,0.00,1,England,R,PA
3831,6540295,6418464,874.074,876.844,2.770,876.844,34,VISIBLE,18.07,-10.36,0.00,1,England,R,PA
3831,6540301,6418469,877.477,878.378,0.901,878.378,34,ESTIMATED,24.19,-10.64,0.85,1,England,R,PA
3831,6540306,6418474,879.780,880.747,0.967,880.747,34,VISIBLE,34.36,-29.03,0.02,1,England,R,PA
3831,6540311,6418480,882.950,882.950,0.000,882.950,34,VISIBLE,47.88,-12.56,0.52,1,England,R,PA
3831,6540332,6418507,888.889,888.889,0.000,888.889,36,ESTIMATED,12.89,3.58,5.85,1,England,R,PA
3831,6540339,6418514,892.125,894.294,2.169,894.294,36,VISIBLE,11.35,20.17,0.00,1,England,R,PA
3831,6540347,6418522,895.495,899.433,3.938,899.433,36,VISIBLE,28.37,26.17,0.00,1,England,R,PA
3831,6540353,6418528,900.234,901.969,1.735,901.969,36,VISIBLE,19.92,21.41,0.00,1,England,R,PA
3831,6540359,6418532,902.703,903.971,1.268,903.971,36,VISIBLE,12.25,15.15,0.00,1,England,R,PA
3831,6540362,6418535,905.472,907.241,1.769,907.241,36,VISIBLE,6.84,-11.21,0.00,1,England,R,PA
3831,6540367,6418539,909.009,909.009,0.000,909.009,36,VISIBLE,23.38,-29.58,0.31,1,England,R,PA
3831,6539261,6417397,985.052,985.052,0.000,985.052,40,VISIBLE,-26.22,6.75,0.18,1,England,R,PA
3831,6539265,6417402,986.453,988.789,2.336,988.789,40,VISIBLE,-7.53,-8.38,0.07,1,England,R,PA
3831,6539268,6417405,989.589,990.924,1.335,990.924,40,ESTIMATED,-6.49,-7.06,0.22,1,England,R,PA
3831,6539272,6417409,991.858,992.693,0.835,992.693,40,VISIBLE,-5.82,2.40,0.00,1,England,R,PA
3831,6539277,6417414,994.261,997.331,3.070,997.331,40,VISIBLE,-2.47,21.68,0.00,1,England,R,PA
3831,6539281,6417420,998.065,999.199,1.134,999.199,40,VISIBLE,-9.46,11.24,0.00,1,England,R,PA
3831,6539287,6417427,1000.534,1002.903,2.369,1002.903,40,VISIBLE,-6.05,-13.51,0.02,1,England,R,PA
3831,6539309,6417447,1003.937,1005.138,1.201,1005.138,40,ESTIMATED,12.03,-8.92,0.23,1,England,R,PA
3831,6539312,6417450,1006.039,1006.039,0.000,1006.039,40,ESTIMATED,17.37,-6.33,0.44,1,England,R,PA
3831,6539318,6417456,1006.773,1008.575,1.802,1008.575,40,ESTIMATED,20.1,6.06,0.21,1,England,R,PA
3831,6539322,6417461,1010.744,1012.579,1.835,1012.579,40,VISIBLE,36.26,28.14,0.13,1,England,R,PA
3831,6539329,6417467,1013.947,1014.948,1.001,1014.948,40,VISIBLE,42.72,20.50,0.07,1,England,R,PA
3831,6539332,6418741,1015.682,1019.520,3.838,1019.520,40,VISIBLE,34.86,16.53,0.05,1,England,R,PA
3831,6539375,6417514,1086.320,1086.320,0.000,1086.320,42,ESTIMATED,14.94,-6.87,4.32,1,England,R,PA
3831,6539471,6417609,1124.091,1124.091,0.000,1124.091,45,VISIBLE,3.67,-27.07,0.11,1,England,R,PA
3831,6539473,6417613,1125.325,1125.325,0.000,1125.325,45,VISIBLE,2.09,-23.36,0.28,1,England,R,PA
3831,6539479,6417622,1126.927,1131.031,4.104,1131.031,45,VISIBLE,-13.94,-10.93,0.00,1,England,R,PA
3831,6539483,6417625,1133.066,1133.066,0.000,1133.066,45,VISIBLE,-19.08,13.63,0.00,1,England,R,PA
3831,6539489,6417630,1134.201,1135.736,1.535,1135.736,45,VISIBLE,-10.59,28.27,0.01,1,England,R,PA
3831,6539494,6417634,1137.037,1138.071,1.034,1138.071,45,VISIBLE,1.33,28.93,0.00,1,England,R,PA
3831,6539497,6417638,1139.339,1140.574,1.235,1140.574,45,VISIBLE,-14.06,26.96,0.20,1,England,R,PA
3831,6539503,6417644,1143.043,1144.945,1.902,1144.945,45,VISIBLE,-29.66,-1.25,0.00,1,England,R,PA
3831,6539509,6417649,1146.680,1149.816,3.136,1149.816,45,VISIBLE,-22.02,-14.14,0.00,1,England,R,PA
3831,6539512,6417653,1151.051,1151.952,0.901,1151.952,45,VISIBLE,-13.33,-18.82,0.00,1,England,R,PA
3831,6539516,6417657,1152.819,1152.819,0.000,1152.819,45,VISIBLE,-10.88,-30.37,0.28,1,England,R,PA
3831,6539522,6417663,1154.755,1159.793,5.038,1159.793,45,VISIBLE,-27.98,-7.75,0.00,1,England,R,PA
3831,6539534,6417674,1166.700,1170.837,4.137,1170.837,45,VISIBLE,-39.95,0.25,0.00,1,England,R,PA
3831,6539537,6417678,1172.105,1174.141,2.036,1174.141,45,VISIBLE,-34.25,-10.99,0.00,1,England,R,PA
3831,6539541,6417682,1175.175,1175.175,0.000,1175.175,45,VISIBLE,-29.63,-4.14,0.00,1,England,R,PA
3831,6539545,6417686,1175.909,1178.645,2.736,1178.645,45,VISIBLE,-29.44,7.42,0.04,1,England,R,PA
3831,6539547,6417688,1179.579,1180.180,0.601,1180.180,45,VISIBLE,-24.64,23.78,0.00,1,England,R,PA
3831,6539552,6417695,1181.915,1182.549,0.634,1182.549,45,VISIBLE,-13.42,30.12,0.00,1,England,R,PA
3831,6539557,6417700,1183.283,1184.418,1.135,1184.418,45,VISIBLE,-15.48,21.73,0.40,1,England,R,PA
3831,6539561,6417704,1187.554,1187.554,0.000,1187.554,45,ESTIMATED,-11.91,-20.43,0.17,1,England,R,PA
3831,6539568,6417711,1189.656,1193.093,3.437,1193.093,45,VISIBLE,-18.61,-10.30,0.00,1,England,R,PA
3831,6539574,6417717,1194.127,1196.163,2.036,1196.163,45,VISIBLE,-22.19,-15.68,0.00,1,England,R,PA
3831,6539576,6417719,1196.963,1196.963,0.000,1196.963,45,ESTIMATED,-16.14,-13.20,0.69,1,England,R,PA
3831,6539578,6417722,1198.231,1198.231,0.000,1198.231,45,VISIBLE,-15.03,-28.44,0.00,1,England,R,PA
3831,6539605,6417746,1219.520,1221.021,1.501,1221.021,47,ESTIMATED,-28.56,-4.14,1.92,1,England,R,PA
3831,6539610,6417756,1223.123,1230.063,6.940,1230.063,47,VISIBLE,28.16,-21.64,0.00,1,England,R,PA
3831,6539620,6417763,1230.597,1231.732,1.135,1231.732,47,VISIBLE,24.99,-20.61,0.00,1,England,R,PA
3831,6539671,6417813,1250.250,1250.250,0.000,1250.250,49,ESTIMATED,-35.39,10.26,0.60,1,England,R,PA
3831,6539722,6417859,1278.745,1285.085,6.340,1285.085,51,VISIBLE,-27.14,24.04,0.00,1,England,R,PA
3831,6539727,6417863,1286.453,1290.457,4.004,1290.457,51,VISIBLE,-33.22,0.92,0.00,1,England,R,PA
3831,6539729,6417865,1291.391,1291.391,0.000,1291.391,51,VISIBLE,-25.51,4.39,0.00,1,England,R,PA
3831,6539736,6417872,1292.926,1300.400,7.474,1300.400,51,VISIBLE,-25.3,3.94,0.06,1,England,R,PA
3831,6539741,6417878,1302.236,1305.138,2.902,1305.138,51,VISIBLE,-16.31,30.31,0.00,1,England,R,PA
3831,6539746,6417882,1307.274,1310.911,3.637,1310.911,51,VISIBLE,-28.3,6.20,0.33,1,England,R,PA
3831,6539754,6417889,1312.279,1314.314,2.035,1314.314,51,ESTIMATED,8.66,-5.24,0.84,1,England,R,PA
3831,6539779,6417914,1327.227,1328.962,1.735,1328.962,53,VISIBLE,-14.99,-18.99,0.00,1,England,R,PA
3831,6539784,6417919,1330.197,1332.132,1.935,1332.132,53,ESTIMATED,5.88,-23.75,1.06,1,England,R,PA
3831,6539797,6417934,1334.501,1334.501,0.000,1334.501,55,VISIBLE,-2.87,-22.52,0.32,1,England,R,PA
3831,6539802,6417940,1335.569,1335.569,0.000,1335.569,55,ESTIMATED,-3.6,-16.13,0.99,1,England,R,PA
3831,6539816,6417958,1336.303,1337.371,1.068,1337.371,55,VISIBLE,-1.45,-19.88,0.12,1,England,R,PA
3831,6539820,6417962,1338.138,1338.572,0.434,1338.572,55,VISIBLE,-6.09,-26.30,0.00,1,England,R,PA
3831,6539823,6417965,1339.873,1341.608,1.735,1341.608,55,VISIBLE,1.07,-30.49,0.00,1,England,R,PA
3831,6539826,6417968,1342.342,1343.677,1.335,1343.677,55,ESTIMATED,-7.81,-25.52,0.14,1,England,R,PA
3831,6539832,6417974,1344.912,1347.548,2.636,1347.548,55,ESTIMATED,-8.99,-2.93,0.15,1,England,R,PA
3831,6539833,6417975,1348.382,1348.382,0.000,1348.382,55,VISIBLE,-5.4,-1.03,0.00,1,England,R,PA
3831,6539837,6417980,1349.917,1353.053,3.136,1353.053,55,VISIBLE,-13.67,-9.30,0.00,1,England,R,PA
3831,6539838,6417981,1353.754,1353.754,0.000,1353.754,55,VISIBLE,-13.11,-6.23,0.28,1,England,R,PA
3831,6539842,6417986,1354.288,1358.125,3.837,1358.125,55,VISIBLE,-17.69,-5.40,0.01,1,England,R,PA
3831,6539847,6417991,1359.059,1360.294,1.235,1360.294,55,VISIBLE,-11.46,-1.80,0.06,1,England,R,PA
3831,6539852,6417996,1362.196,1363.230,1.034,1363.230,55,VISIBLE,-4.53,26.03,0.00,1,England,R,PA
3831,6539858,6418002,1364.364,1365.466,1.102,1365.466,55,VISIBLE,9.36,33.08,0.00,1,England,R,PA
3831,6539863,6418005,1366.466,1368.235,1.769,1368.235,55,VISIBLE,-6.29,28.95,0.00,1,England,R,PA
3831,6539868,6418009,1370.070,1371.972,1.902,1371.972,55,VISIBLE,-14.05,6.05,0.00,1,England,R,PA
3831,6539878,6418018,1373.974,1375.108,1.134,1375.108,55,VISIBLE,-5.45,-16.95,0.00,1,England,R,PA
3831,6539882,6418023,1376.543,1378.178,1.635,1378.178,55,VISIBLE,-2.78,-26.13,0.00,1,England,R,PA
3831,6539884,6418025,1379.379,1380.113,0.734,1380.113,55,ESTIMATED,-10.49,-12.48,0.20,1,England,R,PA
3831,6539891,6418032,1381.348,1383.150,1.802,1383.150,55,VISIBLE,-11.9,3.34,0.00,1,England,R,PA
3831,6539893,6418034,1384.718,1386.019,1.301,1386.019,55,VISIBLE,-13.28,16.02,0.00,1,England,R,PA
3831,6539897,6418038,1387.187,1392.292,5.105,1392.292,55,VISIBLE,-17.19,4.46,0.00,1,England,R,PA
3831,6539900,6418040,1394.228,1395.529,1.301,1395.529,55,VISIBLE,-19.69,21.30,0.00,1,England,R,PA
3831,6539906,6418046,1397.030,1401.435,4.405,1401.435,55,VISIBLE,-13.05,-15.58,0.17,1,England,R,PA
3831,6539912,6418051,1402.169,1402.202,0.033,1402.202,55,ESTIMATED,0.01,-11.54,1.26,1,England,R,PA
3831,6539915,6418055,1403.503,1404.571,1.068,1404.571,55,VISIBLE,-2.17,-17.16,0.09,1,England,R,PA
3831,6539920,6418060,1405.772,1407.608,1.836,1407.608,55,VISIBLE,-8.4,-28.54,0.01,1,England,R,PA
3831,6539927,6418069,1409.843,1410.944,1.101,1410.944,55,VISIBLE,7.16,-31.73,0.19,1,England,R,PA
3831,6539946,6418089,1435.802,1435.802,0.000,1435.802,57,ESTIMATED,9.87,-31.63,1.44,1,England,R,PA
3831,6539954,6418106,1436.737,1441.675,4.938,1441.675,57,VISIBLE,5.72,-31.62,0.22,1,England,R,PA
3831,6539963,6418109,1442.710,1443.944,1.234,1443.944,57,VISIBLE,-1.42,-31.25,0.19,1,England,R,PA
3831,6539973,6418120,1445.980,1454.655,8.675,1454.655,57,VISIBLE,-5.89,-13.28,0.24,1,England,R,PA
3831,6539975,6418123,1455.556,1455.556,0.000,1455.556,57,VISIBLE,7.76,-13.52,0.56,1,England,R,PA
