gameid,gameeventid,possessioneventid,starttime,endtime,duration,eventtime,sequence,playerid,positiongrouptype,jerseynum,team,x,y,visibility,confidence,possessioneventtype,teamattackingdirection,period,teamname
3813,6496725,6373003,3412.879,3414.515,1.636,3414.515,119,13975,LWB,5,A,23.835,-22.346,ESTIMATED,LOW,PA,R,1,England
3813,6496725,6373003,3412.879,3414.515,1.636,3414.515,119,457,RW,7,A,15.949,10.753,VISIBLE,HIGH,PA,R,1,England
3813,6496725,6373003,3412.879,3414.515,1.636,3414.515,119,13977,RCB,8,A,4.9,-2.309,VISIBLE,HIGH,PA,R,1,England
3813,6496725,6373003,3412.879,3414.515,1.636,3414.515,119,8561,CF,9,A,27.081,3.380,VISIBLE,MEDIUM,PA,R,1,England
3813,6496725,6373003,3412.879,3414.515,1.636,3414.515,119,13970,MCB,15,A,28.901,-3.039,VISIBLE,HIGH,PA,R,1,England
3813,6496725,6373003,3412.879,3414.515,1.636,3414.515,119,12235,CM,18,A,16.969,-13.822,VISIBLE,HIGH,PA,R,1,England
3813,6496725,6373003,3412.879,3414.515,1.636,3414.515,119,12222,LCB,19,A,26.938,-14.593,VISIBLE,HIGH,PA,R,1,England
3813,6496725,6373003,3412.879,3414.515,1.636,3414.515,119,13982,CM,21,A,17.85,5.346,VISIBLE,HIGH,PA,R,1,England
3813,6496725,6373003,3412.879,3414.515,1.636,3414.515,119,13969,GK,24,A,44.492,-1.023,ESTIMATED,LOW,PA,R,1,England
3813,6496728,6373006,3415.549,3417.584,2.035,3417.584,119,169,GK,1,H,-29.245,-2.466,ESTIMATED,LOW,PA,R,1,England
3813,6496728,6373006,3415.549,3417.584,2.035,3417.584,119,123,LB,3,H,11.664,16.580,VISIBLE,HIGH,PA,R,1,England
3813,6496728,6373006,3415.549,3417.584,2.035,3417.584,119,265,CM,4,H,8.95,-9.992,VISIBLE,HIGH,PA,R,1,England
3813,6496728,6373006,3415.549,3417.584,2.035,3417.584,119,10,RCB,5,H,-3.557,-14.692,VISIBLE,HIGH,PA,R,1,England
3813,6496728,6373006,3415.549,3417.584,2.035,3417.584,119,118,LCB,6,H,-3.752,3.555,VISIBLE,HIGH,PA,R,1,England
3813,6496728,6373006,3415.549,3417.584,2.035,3417.584,119,1,CF,9,H,25.659,-5.434,ESTIMATED,LOW,PA,R,1,England
3813,6496728,6373006,3415.549,3417.584,2.035,3417.584,119,25,LW,10,H,23.925,6.762,VISIBLE,HIGH,PA,R,1,England
3813,6496728,6373006,3415.549,3417.584,2.035,3417.584,119,1377,RB,12,H,10.285,-27.694,VISIBLE,LOW,PA,R,1,England
3813,6496728,6373006,3415.549,3417.584,2.035,3417.584,119,163,RW,17,H,22.727,-26.473,ESTIMATED,LOW,PA,R,1,England
3813,6496728,6373006,3415.549,3417.584,2.035,3417.584,119,105,AM,19,H,12.789,6.477,VISIBLE,HIGH,PA,R,1,England
3813,6496728,6373006,3415.549,3417.584,2.035,3417.584,119,4677,CM,22,H,3.999,-20.123,VISIBLE,HIGH,PA,R,1,England
3813,6496728,6373006,3415.549,3417.584,2.035,3417.584,119,13976,RWB,2,A,24.336,9.444,ESTIMATED,LOW,PA,R,1,England
3813,6496728,6373006,3415.549,3417.584,2.035,3417.584,119,13971,LW,3,A,13.283,-24.374,VISIBLE,MEDIUM,PA,R,1,England
3813,6496728,6373006,3415.549,3417.584,2.035,3417.584,119,13975,LWB,5,A,21.413,-22.428,ESTIMATED,LOW,PA,R,1,England
3813,6496728,6373006,3415.549,3417.584,2.035,3417.584,119,457,RW,7,A,15.709,8.692,VISIBLE,HIGH,PA,R,1,England
3813,6496728,6373006,3415.549,3417.584,2.035,3417.584,119,13977,RCB,8,A,6.367,-7.148,VISIBLE,LOW,PA,R,1,England
3813,6496728,6373006,3415.549,3417.584,2.035,3417.584,119,8561,CF,9,A,2.15,-6.097,ESTIMATED,LOW,PA,R,1,England
3813,6496728,6373006,3415.549,3417.584,2.035,3417.584,119,13970,MCB,15,A,25.714,-5.803,ESTIMATED,LOW,PA,R,1,England
3813,6496728,6373006,3415.549,3417.584,2.035,3417.584,119,12235,CM,18,A,6.143,-18.490,VISIBLE,LOW,PA,R,1,England
3813,6496728,6373006,3415.549,3417.584,2.035,3417.584,119,12222,LCB,19,A,23.451,-14.718,ESTIMATED,LOW,PA,R,1,England
3813,6496728,6373006,3415.549,3417.584,2.035,3417.584,119,13982,CM,21,A,18.419,-1.272,VISIBLE,HIGH,PA,R,1,England
3813,6496728,6373006,3415.549,3417.584,2.035,3417.584,119,13969,GK,24,A,43.132,-1.926,ESTIMATED,LOW,PA,R,1,England
3813,6496731,6373009,3418.919,3420.354,1.435,3420.354,119,169,GK,1,H,-29.757,-2.257,ESTIMATED,LOW,PA,R,1,England
3813,6496731,6373009,3418.919,3420.354,1.435,3420.354,119,123,LB,3,H,13.88,24.588,VISIBLE,MEDIUM,PA,R,1,England
3813,6496731,6373009,3418.919,3420.354,1.435,3420.354,119,265,CM,4,H,6.801,-11.628,VISIBLE,HIGH,PA,R,1,England
3813,6496731,6373009,3418.919,3420.354,1.435,3420.354,119,10,RCB,5,H,-2.039,-10.499,VISIBLE,HIGH,PA,R,1,England
3813,6496731,6373009,3418.919,3420.354,1.435,3420.354,119,118,LCB,6,H,-4.665,6.285,VISIBLE,HIGH,PA,R,1,England
3813,6496731,6373009,3418.919,3420.354,1.435,3420.354,119,1,CF,9,H,24.386,-5.635,ESTIMATED,LOW,PA,R,1,England
3813,6496731,6373009,3418.919,3420.354,1.435,3420.354,119,25,LW,10,H,20.997,7.946,ESTIMATED,LOW,PA,R,1,England
3813,6496731,6373009,3418.919,3420.354,1.435,3420.354,119,1377,RB,12,H,12.331,-22.734,VISIBLE,LOW,PA,R,1,England
3813,6496731,6373009,3418.919,3420.354,1.435,3420.354,119,163,RW,17,H,20.835,-26.663,ESTIMATED,LOW,PA,R,1,England
3813,6496731,6373009,3418.919,3420.354,1.435,3420.354,119,105,AM,19,H,8.444,5.328,VISIBLE,HIGH,PA,R,1,England
3813,6496731,6373009,3418.919,3420.354,1.435,3420.354,119,4677,CM,22,H,0.803,-18.850,VISIBLE,HIGH,PA,R,1,England
3813,6496731,6373009,3418.919,3420.354,1.435,3420.354,119,13976,RWB,2,A,21.825,10.712,ESTIMATED,LOW,PA,R,1,England
3813,6496731,6373009,3418.919,3420.354,1.435,3420.354,119,13971,LW,3,A,11.305,-20.847,VISIBLE,MEDIUM,PA,R,1,England
3813,6496731,6373009,3418.919,3420.354,1.435,3420.354,119,13975,LWB,5,A,19.193,-21.200,ESTIMATED,LOW,PA,R,1,England
3813,6496731,6373009,3418.919,3420.354,1.435,3420.354,119,457,RW,7,A,13.364,12.588,VISIBLE,HIGH,PA,R,1,England
3813,6496731,6373009,3418.919,3420.354,1.435,3420.354,119,13977,RCB,8,A,5.861,-6.695,VISIBLE,LOW,PA,R,1,England
3813,6496731,6373009,3418.919,3420.354,1.435,3420.354,119,8561,CF,9,A,-0.881,-6.894,ESTIMATED,LOW,PA,R,1,England
3813,6496731,6373009,3418.919,3420.354,1.435,3420.354,119,13970,MCB,15,A,23.649,-4.925,ESTIMATED,LOW,PA,R,1,England
3813,6496731,6373009,3418.919,3420.354,1.435,3420.354,119,12235,CM,18,A,5.257,-15.652,VISIBLE,LOW,PA,R,1,England
3813,6496731,6373009,3418.919,3420.354,1.435,3420.354,119,12222,LCB,19,A,20.169,-13.016,ESTIMATED,LOW,PA,R,1,England
3813,6496731,6373009,3418.919,3420.354,1.435,3420.354,119,13982,CM,21,A,13.304,0.119,VISIBLE,HIGH,PA,R,1,England
3813,6496731,6373009,3418.919,3420.354,1.435,3420.354,119,13969,GK,24,A,42.301,-1.482,ESTIMATED,LOW,PA,R,1,England
3813,6496733,6373011,3421.922,3421.922,0.000,3421.922,119,169,GK,1,H,-29.719,-1.060,ESTIMATED,LOW,PA,R,1,England
3813,6496733,6373011,3421.922,3421.922,0.000,3421.922,119,123,LB,3,H,16.298,27.832,VISIBLE,HIGH,PA,R,1,England
3813,6496733,6373011,3421.922,3421.922,0.000,3421.922,119,265,CM,4,H,7.174,-8.855,VISIBLE,HIGH,PA,R,1,England
3813,6496733,6373011,3421.922,3421.922,0.000,3421.922,119,10,RCB,5,H,-1.505,-7.369,VISIBLE,HIGH,PA,R,1,England
3813,6496733,6373011,3421.922,3421.922,0.000,3421.922,119,118,LCB,6,H,-2.304,9.599,VISIBLE,HIGH,PA,R,1,England
3813,6496733,6373011,3421.922,3421.922,0.000,3421.922,119,1,CF,9,H,24.265,-3.648,ESTIMATED,LOW,PA,R,1,England
3813,6496733,6373011,3421.922,3421.922,0.000,3421.922,119,25,LW,10,H,21.294,11.287,VISIBLE,HIGH,PA,R,1,England
3813,6496733,6373011,3421.922,3421.922,0.000,3421.922,119,1377,RB,12,H,14.685,-17.652,VISIBLE,LOW,PA,R,1,England
3813,6496733,6373011,3421.922,3421.922,0.000,3421.922,119,163,RW,17,H,20.921,-26.123,ESTIMATED,LOW,PA,R,1,England
3813,6496733,6373011,3421.922,3421.922,0.000,3421.922,119,105,AM,19,H,5.768,7.686,VISIBLE,HIGH,PA,R,1,England
3813,6496733,6373011,3421.922,3421.922,0.000,3421.922,119,4677,CM,22,H,1.962,-16.777,VISIBLE,HIGH,PA,R,1,England
3813,6496733,6373011,3421.922,3421.922,0.000,3421.922,119,13976,RWB,2,A,21.566,14.613,VISIBLE,HIGH,PA,R,1,England
3813,6496733,6373011,3421.922,3421.922,0.000,3421.922,119,13971,LW,3,A,11.047,-17.398,VISIBLE,HIGH,PA,R,1,England
3813,6496733,6373011,3421.922,3421.922,0.000,3421.922,119,13975,LWB,5,A,19.374,-19.133,ESTIMATED,LOW,PA,R,1,England
3813,6496733,6373011,3421.922,3421.922,0.000,3421.922,119,457,RW,7,A,13.335,16.585,VISIBLE,HIGH,PA,R,1,England
3813,6496733,6373011,3421.922,3421.922,0.000,3421.922,119,13977,RCB,8,A,10.469,-1.107,VISIBLE,LOW,PA,R,1,England
3813,6496733,6373011,3421.922,3421.922,0.000,3421.922,119,8561,CF,9,A,1.401,-4.831,ESTIMATED,LOW,PA,R,1,England
3813,6496733,6373011,3421.922,3421.922,0.000,3421.922,119,13970,MCB,15,A,23.539,-2.637,ESTIMATED,LOW,PA,R,1,England
3813,6496733,6373011,3421.922,3421.922,0.000,3421.922,119,12235,CM,18,A,8.515,-12.065,VISIBLE,LOW,PA,R,1,England
3813,6496733,6373011,3421.922,3421.922,0.000,3421.922,119,12222,LCB,19,A,19.353,-9.038,ESTIMATED,LOW,PA,R,1,England
3813,6496733,6373011,3421.922,3421.922,0.000,3421.922,119,13982,CM,21,A,9.343,4.695,VISIBLE,HIGH,PA,R,1,England
3813,6496733,6373011,3421.922,3421.922,0.000,3421.922,119,13969,GK,24,A,42.561,-0.491,ESTIMATED,LOW,PA,R,1,England
3813,6496736,6373014,3423.023,3425.125,2.102,3425.125,119,169,GK,1,H,-28.952,1.091,ESTIMATED,LOW,PA,R,1,England
3813,6496736,6373014,3423.023,3425.125,2.102,3425.125,119,123,LB,3,H,23.095,30.776,VISIBLE,HIGH,PA,R,1,England
3813,6496736,6373014,3423.023,3425.125,2.102,3425.125,119,265,CM,4,H,8.567,2.352,VISIBLE,HIGH,PA,R,1,England
3813,6496736,6373014,3423.023,3425.125,2.102,3425.125,119,10,RCB,5,H,-2.102,-3.470,VISIBLE,HIGH,PA,R,1,England
3813,6496736,6373014,3423.023,3425.125,2.102,3425.125,119,118,LCB,6,H,0.778,12.013,VISIBLE,HIGH,PA,R,1,England
3813,6496736,6373014,3423.023,3425.125,2.102,3425.125,119,1,CF,9,H,24.755,-0.062,ESTIMATED,LOW,PA,R,1,England
3813,6496736,6373014,3423.023,3425.125,2.102,3425.125,119,25,LW,10,H,17.445,12.835,VISIBLE,HIGH,PA,R,1,England
3813,6496736,6373014,3423.023,3425.125,2.102,3425.125,119,1377,RB,12,H,17.093,-10.799,VISIBLE,LOW,PA,R,1,England
3813,6496736,6373014,3423.023,3425.125,2.102,3425.125,119,163,RW,17,H,22.165,-23.623,ESTIMATED,LOW,PA,R,1,England
3813,6496736,6373014,3423.023,3425.125,2.102,3425.125,119,105,AM,19,H,12.879,10.245,VISIBLE,HIGH,PA,R,1,England
3813,6496736,6373014,3423.023,3425.125,2.102,3425.125,119,4677,CM,22,H,4.871,-16.069,VISIBLE,HIGH,PA,R,1,England
3813,6496736,6373014,3423.023,3425.125,2.102,3425.125,119,13976,RWB,2,A,23.877,20.715,VISIBLE,HIGH,PA,R,1,England
3813,6496736,6373014,3423.023,3425.125,2.102,3425.125,119,13971,LW,3,A,12.523,-10.056,VISIBLE,HIGH,PA,R,1,England
3813,6496736,6373014,3423.023,3425.125,2.102,3425.125,119,13975,LWB,5,A,20.881,-14.966,ESTIMATED,LOW,PA,R,1,England
3813,6496736,6373014,3423.023,3425.125,2.102,3425.125,119,457,RW,7,A,18.034,21.846,VISIBLE,HIGH,PA,R,1,England
3813,6496736,6373014,3423.023,3425.125,2.102,3425.125,119,13977,RCB,8,A,19.311,10.216,VISIBLE,HIGH,PA,R,1,England
3813,6496736,6373014,3423.023,3425.125,2.102,3425.125,119,8561,CF,9,A,5.205,-0.080,VISIBLE,HIGH,PA,R,1,England
3813,6496736,6373014,3423.023,3425.125,2.102,3425.125,119,13970,MCB,15,A,23.66,2.271,ESTIMATED,LOW,PA,R,1,England
3813,6496736,6373014,3423.023,3425.125,2.102,3425.125,119,12235,CM,18,A,12.908,-0.519,VISIBLE,LOW,PA,R,1,England
3813,6496736,6373014,3423.023,3425.125,2.102,3425.125,119,12222,LCB,19,A,15.587,-1.115,ESTIMATED,LOW,PA,R,1,England
3813,6496736,6373014,3423.023,3425.125,2.102,3425.125,119,13982,CM,21,A,9.084,11.776,VISIBLE,HIGH,PA,R,1,England
3813,6496736,6373014,3423.023,3425.125,2.102,3425.125,119,13969,GK,24,A,43.344,0.166,ESTIMATED,LOW,PA,R,1,England
3813,6496770,6373043,3454.488,3457.124,2.636,3457.124,122,169,GK,1,H,-25.962,6.257,ESTIMATED,LOW,PA,R,1,England
3813,6496770,6373043,3454.488,3457.124,2.636,3457.124,122,123,LB,3,H,30.236,32.313,VISIBLE,LOW,PA,R,1,England
3813,6496770,6373043,3454.488,3457.124,2.636,3457.124,122,265,CM,4,H,24.514,31.427,VISIBLE,HIGH,PA,R,1,England
3813,6496770,6373043,3454.488,3457.124,2.636,3457.124,122,10,RCB,5,H,20.974,9.276,ESTIMATED,LOW,PA,R,1,England
3813,6496770,6373043,3454.488,3457.124,2.636,3457.124,122,118,LCB,6,H,10.935,27.273,ESTIMATED,LOW,PA,R,1,England
3813,6496770,6373043,3454.488,3457.124,2.636,3457.124,122,1,CF,9,H,33.27,22.117,VISIBLE,HIGH,PA,R,1,England
3813,6496770,6373043,3454.488,3457.124,2.636,3457.124,122,25,LW,10,H,37.629,30.306,ESTIMATED,LOW,PA,R,1,England
3813,6496770,6373043,3454.488,3457.124,2.636,3457.124,122,1377,RB,12,H,15.061,6.373,VISIBLE,HIGH,PA,R,1,England
3813,6496770,6373043,3454.488,3457.124,2.636,3457.124,122,163,RW,17,H,32.973,8.989,VISIBLE,LOW,PA,R,1,England
3813,6496770,6373043,3454.488,3457.124,2.636,3457.124,122,105,AM,19,H,29.592,24.559,VISIBLE,HIGH,PA,R,1,England
3813,6496770,6373043,3454.488,3457.124,2.636,3457.124,122,4677,CM,22,H,21.844,20.013,VISIBLE,HIGH,PA,R,1,England
3813,6496770,6373043,3454.488,3457.124,2.636,3457.124,122,13976,RWB,2,A,34.792,32.168,VISIBLE,HIGH,PA,R,1,England
3813,6496770,6373043,3454.488,3457.124,2.636,3457.124,122,13971,LW,3,A,24.235,10.011,VISIBLE,HIGH,PA,R,1,England
3813,6496770,6373043,3454.488,3457.124,2.636,3457.124,122,13975,LWB,5,A,31.197,1.578,VISIBLE,HIGH,PA,R,1,England
3813,6496770,6373043,3454.488,3457.124,2.636,3457.124,122,457,RW,7,A,27.948,27.520,VISIBLE,HIGH,PA,R,1,England
3813,6496770,6373043,3454.488,3457.124,2.636,3457.124,122,13977,RCB,8,A,18.24,30.591,VISIBLE,HIGH,PA,R,1,England
3813,6496770,6373043,3454.488,3457.124,2.636,3457.124,122,8561,CF,9,A,36.586,25.665,VISIBLE,HIGH,PA,R,1,England
3813,6496770,6373043,3454.488,3457.124,2.636,3457.124,122,13970,MCB,15,A,35.85,19.373,VISIBLE,HIGH,PA,R,1,England
3813,6496770,6373043,3454.488,3457.124,2.636,3457.124,122,12235,CM,18,A,32.246,24.606,VISIBLE,HIGH,PA,R,1,England
3813,6496770,6373043,3454.488,3457.124,2.636,3457.124,122,12222,LCB,19,A,34.588,8.286,ESTIMATED,LOW,PA,R,1,England
3813,6496770,6373043,3454.488,3457.124,2.636,3457.124,122,13982,CM,21,A,21.165,21.781,VISIBLE,HIGH,PA,R,1,England
3813,6496770,6373043,3454.488,3457.124,2.636,3457.124,122,13969,GK,24,A,48.193,2.875,ESTIMATED,LOW,PA,R,1,England
3813,6496781,6373056,3458.392,3460.460,2.068,3460.460,122,169,GK,1,H,-25.723,5.844,ESTIMATED,LOW,PA,R,1,England
3813,6496781,6373056,3458.392,3460.460,2.068,3460.460,122,123,LB,3,H,30.852,26.268,ESTIMATED,LOW,PA,R,1,England
3813,6496781,6373056,3458.392,3460.460,2.068,3460.460,122,265,CM,4,H,24.947,32.991,VISIBLE,HIGH,PA,R,1,England
3813,6496781,6373056,3458.392,3460.460,2.068,3460.460,122,10,RCB,5,H,8.416,13.613,ESTIMATED,LOW,PA,R,1,England
3813,6496781,6373056,3458.392,3460.460,2.068,3460.460,122,118,LCB,6,H,11.724,27.066,ESTIMATED,LOW,PA,R,1,England
3813,6496781,6373056,3458.392,3460.460,2.068,3460.460,122,1,CF,9,H,33.103,21.247,VISIBLE,HIGH,PA,R,1,England
3813,6496781,6373056,3458.392,3460.460,2.068,3460.460,122,25,LW,10,H,27.106,27.147,ESTIMATED,LOW,PA,R,1,England
3813,6496781,6373056,3458.392,3460.460,2.068,3460.460,122,1377,RB,12,H,14.734,3.262,VISIBLE,HIGH,PA,R,1,England
3813,6496781,6373056,3458.392,3460.460,2.068,3460.460,122,163,RW,17,H,36.854,27.135,VISIBLE,HIGH,PA,R,1,England
3813,6496781,6373056,3458.392,3460.460,2.068,3460.460,122,105,AM,19,H,31.591,26.134,VISIBLE,HIGH,PA,R,1,England
3813,6496781,6373056,3458.392,3460.460,2.068,3460.460,122,4677,CM,22,H,20.12,18.965,VISIBLE,HIGH,PA,R,1,England
3813,6496781,6373056,3458.392,3460.460,2.068,3460.460,122,13976,RWB,2,A,35.273,29.786,ESTIMATED,LOW,PA,R,1,England
3813,6496781,6373056,3458.392,3460.460,2.068,3460.460,122,13971,LW,3,A,25.606,6.815,VISIBLE,HIGH,PA,R,1,England
3813,6496781,6373056,3458.392,3460.460,2.068,3460.460,122,13975,LWB,5,A,33.671,-0.358,VISIBLE,HIGH,PA,R,1,England
3813,6496781,6373056,3458.392,3460.460,2.068,3460.460,122,457,RW,7,A,26.611,28.049,VISIBLE,LOW,PA,R,1,England
3813,6496781,6373056,3458.392,3460.460,2.068,3460.460,122,13977,RCB,8,A,25.663,28.826,ESTIMATED,LOW,PA,R,1,England
3813,6496781,6373056,3458.392,3460.460,2.068,3460.460,122,8561,CF,9,A,31.809,25.436,VISIBLE,LOW,PA,R,1,England
3813,6496781,6373056,3458.392,3460.460,2.068,3460.460,122,13970,MCB,15,A,34.416,19.452,VISIBLE,HIGH,PA,R,1,England
3813,6496781,6373056,3458.392,3460.460,2.068,3460.460,122,12235,CM,18,A,25.991,25.940,VISIBLE,HIGH,PA,R,1,England
3813,6496781,6373056,3458.392,3460.460,2.068,3460.460,122,12222,LCB,19,A,35.53,17.313,ESTIMATED,LOW,PA,R,1,England
3813,6496781,6373056,3458.392,3460.460,2.068,3460.460,122,13982,CM,21,A,23.773,21.186,VISIBLE,HIGH,PA,R,1,England
3813,6496781,6373056,3458.392,3460.460,2.068,3460.460,122,13969,GK,24,A,48.341,3.009,ESTIMATED,LOW,PA,R,1,England
3813,6496786,6373060,3461.495,3462.829,1.334,3462.829,122,169,GK,1,H,-26.912,5.073,ESTIMATED,LOW,PA,R,1,England
3813,6496786,6373060,3461.495,3462.829,1.334,3462.829,122,123,LB,3,H,28.538,25.037,ESTIMATED,LOW,PA,R,1,England
3813,6496786,6373060,3461.495,3462.829,1.334,3462.829,122,265,CM,4,H,21.626,29.386,VISIBLE,HIGH,PA,R,1,England
3813,6496786,6373060,3461.495,3462.829,1.334,3462.829,122,10,RCB,5,H,4.115,11.643,VISIBLE,HIGH,PA,R,1,England
3813,6496786,6373060,3461.495,3462.829,1.334,3462.829,122,118,LCB,6,H,7.697,22.696,VISIBLE,HIGH,PA,R,1,England
3813,6496786,6373060,3461.495,3462.829,1.334,3462.829,122,1,CF,9,H,29.887,18.045,ESTIMATED,LOW,PA,R,1,England
3813,6496786,6373060,3461.495,3462.829,1.334,3462.829,122,25,LW,10,H,22.102,20.135,VISIBLE,HIGH,PA,R,1,England
3813,6496786,6373060,3461.495,3462.829,1.334,3462.829,122,1377,RB,12,H,13.175,-4.660,VISIBLE,HIGH,PA,R,1,England
3813,6496786,6373060,3461.495,3462.829,1.334,3462.829,122,163,RW,17,H,29.998,15.879,ESTIMATED,LOW,PA,R,1,England
3813,6496786,6373060,3461.495,3462.829,1.334,3462.829,122,105,AM,19,H,29.46,23.718,VISIBLE,HIGH,PA,R,1,England
3813,6496786,6373060,3461.495,3462.829,1.334,3462.829,122,4677,CM,22,H,13.773,14.003,VISIBLE,HIGH,PA,R,1,England
3813,6496786,6373060,3461.495,3462.829,1.334,3462.829,122,13976,RWB,2,A,31.521,26.470,ESTIMATED,LOW,PA,R,1,England
3813,6496786,6373060,3461.495,3462.829,1.334,3462.829,122,13971,LW,3,A,20.552,2.330,VISIBLE,MEDIUM,PA,R,1,England
3813,6496786,6373060,3461.495,3462.829,1.334,3462.829,122,13975,LWB,5,A,26.98,-4.598,ESTIMATED,LOW,PA,R,1,England
3813,6496786,6373060,3461.495,3462.829,1.334,3462.829,122,457,RW,7,A,23.541,25.759,VISIBLE,HIGH,PA,R,1,England
3813,6496786,6373060,3461.495,3462.829,1.334,3462.829,122,13977,RCB,8,A,19.531,21.273,VISIBLE,HIGH,PA,R,1,England
3813,6496786,6373060,3461.495,3462.829,1.334,3462.829,122,8561,CF,9,A,11.645,14.549,ESTIMATED,LOW,PA,R,1,England
3813,6496786,6373060,3461.495,3462.829,1.334,3462.829,122,13970,MCB,15,A,30.047,14.592,ESTIMATED,LOW,PA,R,1,England
3813,6496786,6373060,3461.495,3462.829,1.334,3462.829,122,12235,CM,18,A,20.882,17.487,VISIBLE,MEDIUM,PA,R,1,England
3813,6496786,6373060,3461.495,3462.829,1.334,3462.829,122,12222,LCB,19,A,30.553,4.464,ESTIMATED,LOW,PA,R,1,England
3813,6496786,6373060,3461.495,3462.829,1.334,3462.829,122,13982,CM,21,A,22.601,16.629,VISIBLE,LOW,PA,R,1,England
3813,6496786,6373060,3461.495,3462.829,1.334,3462.829,122,13969,GK,24,A,46.717,2.018,ESTIMATED,LOW,PA,R,1,England
3813,6496790,6373064,3463.931,3464.531,0.600,3464.531,122,169,GK,1,H,-27.63,4.122,ESTIMATED,LOW,PA,R,1,England
3813,6496790,6373064,3463.931,3464.531,0.600,3464.531,122,123,LB,3,H,29.227,26.791,VISIBLE,HIGH,PA,R,1,England
3813,6496790,6373064,3463.931,3464.531,0.600,3464.531,122,265,CM,4,H,18.649,25.909,VISIBLE,HIGH,PA,R,1,England
3813,6496790,6373064,3463.931,3464.531,0.600,3464.531,122,10,RCB,5,H,4.748,8.006,VISIBLE,HIGH,PA,R,1,England
3813,6496790,6373064,3463.931,3464.531,0.600,3464.531,122,118,LCB,6,H,4.483,19.081,VISIBLE,HIGH,PA,R,1,England
3813,6496790,6373064,3463.931,3464.531,0.600,3464.531,122,1,CF,9,H,28.658,15.230,ESTIMATED,LOW,PA,R,1,England
3813,6496790,6373064,3463.931,3464.531,0.600,3464.531,122,25,LW,10,H,24.96,16.023,VISIBLE,HIGH,PA,R,1,England
3813,6496790,6373064,3463.931,3464.531,0.600,3464.531,122,1377,RB,12,H,12.513,-10.833,VISIBLE,HIGH,PA,R,1,England
3813,6496790,6373064,3463.931,3464.531,0.600,3464.531,122,163,RW,17,H,28.495,11.491,ESTIMATED,LOW,PA,R,1,England
3813,6496790,6373064,3463.931,3464.531,0.600,3464.531,122,105,AM,19,H,27.996,21.181,VISIBLE,HIGH,PA,R,1,England
3813,6496790,6373064,3463.931,3464.531,0.600,3464.531,122,4677,CM,22,H,11.756,7.886,VISIBLE,HIGH,PA,R,1,England
3813,6496790,6373064,3463.931,3464.531,0.600,3464.531,122,13976,RWB,2,A,30.367,24.676,ESTIMATED,LOW,PA,R,1,England
3813,6496790,6373064,3463.931,3464.531,0.600,3464.531,122,13971,LW,3,A,16.06,-0.044,VISIBLE,HIGH,PA,R,1,England
3813,6496790,6373064,3463.931,3464.531,0.600,3464.531,122,13975,LWB,5,A,25.138,-8.756,ESTIMATED,LOW,PA,R,1,England
3813,6496790,6373064,3463.931,3464.531,0.600,3464.531,122,457,RW,7,A,22.548,21.064,VISIBLE,HIGH,PA,R,1,England
3813,6496790,6373064,3463.931,3464.531,0.600,3464.531,122,13977,RCB,8,A,17.314,15.969,VISIBLE,HIGH,PA,R,1,England
3813,6496790,6373064,3463.931,3464.531,0.600,3464.531,122,8561,CF,9,A,12.625,12.687,ESTIMATED,LOW,PA,R,1,England
3813,6496790,6373064,3463.931,3464.531,0.600,3464.531,122,13970,MCB,15,A,28.211,13.225,VISIBLE,LOW,PA,R,1,England
3813,6496790,6373064,3463.931,3464.531,0.600,3464.531,122,12235,CM,18,A,19.622,9.968,VISIBLE,HIGH,PA,R,1,England
3813,6496790,6373064,3463.931,3464.531,0.600,3464.531,122,12222,LCB,19,A,29.221,2.342,ESTIMATED,LOW,PA,R,1,England
3813,6496790,6373064,3463.931,3464.531,0.600,3464.531,122,13982,CM,21,A,21.274,12.185,VISIBLE,HIGH,PA,R,1,England
3813,6496790,6373064,3463.931,3464.531,0.600,3464.531,122,13969,GK,24,A,46.182,1.581,ESTIMATED,LOW,PA,R,1,England
3813,6496795,6373070,3465.432,3465.432,0.000,3465.432,122,169,GK,1,H,-28.601,3.489,ESTIMATED,LOW,PA,R,1,England
3813,6496795,6373070,3465.432,3465.432,0.000,3465.432,122,123,LB,3,H,27.761,26.817,VISIBLE,HIGH,PA,R,1,England
3813,6496795,6373070,3465.432,3465.432,0.000,3465.432,122,265,CM,4,H,16.892,23.532,VISIBLE,HIGH,PA,R,1,England
3813,6496795,6373070,3465.432,3465.432,0.000,3465.432,122,10,RCB,5,H,4.776,4.452,VISIBLE,HIGH,PA,R,1,England
3813,6496795,6373070,3465.432,3465.432,0.000,3465.432,122,118,LCB,6,H,3.462,17.397,VISIBLE,HIGH,PA,R,1,England
3813,6496795,6373070,3465.432,3465.432,0.000,3465.432,122,1,CF,9,H,27.319,14.235,ESTIMATED,LOW,PA,R,1,England
3813,6496795,6373070,3465.432,3465.432,0.000,3465.432,122,25,LW,10,H,26.902,14.893,VISIBLE,HIGH,PA,R,1,England
3813,6496795,6373070,3465.432,3465.432,0.000,3465.432,122,1377,RB,12,H,11.717,-13.743,VISIBLE,HIGH,PA,R,1,England
3813,6496795,6373070,3465.432,3465.432,0.000,3465.432,122,163,RW,17,H,27.086,4.537,ESTIMATED,LOW,PA,R,1,England
3813,6496795,6373070,3465.432,3465.432,0.000,3465.432,122,105,AM,19,H,27.125,20.069,VISIBLE,HIGH,PA,R,1,England
